timestamp,AAL
2018-05-02 4:55,3755
2018-05-02 6:41,3755
2018-05-03 0:38,3776
2018-05-03 6:36,3776
2018-05-03 6:51,3776
2018-05-03 7:09,3776
2018-05-03 7:36,3776
2018-05-03 7:46,3776
2018-05-03 11:21,3777
2018-05-03 12:45,3777
2018-05-03 13:45,3777
2018-05-03 14:45,3790
2018-05-03 15:45,3790
2018-05-03 16:45,3782
2018-05-03 17:45,3778
2018-05-03 18:45,3780
2018-05-03 19:45,3782
2018-05-03 20:45,3775
2018-05-03 21:45,3775
2018-05-03 22:45,3775
2018-05-03 23:45,3775
2018-05-04 0:45,3775
2018-05-04 1:45,3775
2018-05-04 2:45,3775
2018-05-04 3:45,3775
2018-05-04 4:45,3775
2018-05-04 5:45,3775
2018-05-04 6:45,3775
2018-05-04 7:45,3775
2018-05-04 8:45,3775
2018-05-04 9:45,3775
2018-05-04 10:45,3775
2018-05-04 11:45,3775
2018-05-04 12:45,3775
2018-05-04 20:49,3749
2018-05-04 20:55,3749
2018-05-04 21:01,3749
2018-05-04 21:07,3748
2018-05-04 21:13,3748
2018-05-04 21:19,3748
2018-05-04 21:25,3748
2018-05-04 21:31,3748
2018-05-04 21:45,3748
2018-05-04 22:45,3748
2018-05-04 23:45,3748
2018-05-05 0:45,3748
2018-05-05 1:45,3748
2018-05-05 2:45,3748
2018-05-05 3:45,3748
2018-05-05 4:45,3748
2018-05-05 5:45,3748
2018-05-05 6:45,3748
2018-05-05 7:45,3748
2018-05-05 8:45,3748
2018-05-05 9:45,3748
2018-05-05 10:45,3748
2018-05-05 11:45,3748
2018-05-05 12:45,3748
2018-05-05 13:45,3748
2018-05-05 14:45,3748
2018-05-05 15:45,3748
2018-05-05 16:45,3748
2018-05-05 17:45,3748
2018-05-05 18:45,3748
2018-05-05 19:45,3748
2018-05-05 20:45,3748
2018-05-05 21:45,3748
2018-05-05 22:45,3748
2018-05-05 23:45,3748
2018-05-06 0:45,3748
2018-05-06 1:45,3748
2018-05-06 2:45,3748
2018-05-06 3:45,3748
2018-05-06 4:45,3748
2018-05-06 5:45,3748
2018-05-06 6:45,3748
2018-05-06 7:45,3748
2018-05-06 8:45,3748
2018-05-06 9:45,3748
2018-05-06 10:45,3748
2018-05-06 11:45,3748
2018-05-06 12:45,3748
2018-05-06 13:45,3748
2018-05-06 14:45,3748
2018-05-06 15:45,3748
2018-05-06 16:45,3748
2018-05-06 17:45,3748
2018-05-06 18:45,3748
2018-05-06 19:45,3748
2018-05-06 20:45,3748
2018-05-06 21:45,3748
2018-05-06 22:45,3748
2018-05-06 23:45,3748
2018-05-07 0:45,3748
2018-05-07 1:45,3748
2018-05-07 1:58,3748
2018-05-07 2:45,3748
2018-05-07 3:45,3748
2018-05-07 4:45,3748
2018-05-07 5:45,3748
2018-05-07 6:45,3748
2018-05-07 7:45,3748
2018-05-07 8:45,3748
2018-05-07 9:45,3748
2018-05-07 10:45,3748
2018-05-07 11:45,3748
2018-05-07 12:45,3748
2018-05-07 13:45,3748
2018-05-07 14:45,3767
2018-05-07 15:45,3772
2018-05-07 16:45,3786
2018-05-07 22:45,3818
2018-05-07 23:45,3818
2018-05-08 0:45,3818
2018-05-08 1:45,3818
2018-05-08 2:45,3818
2018-05-08 3:45,3818
2018-05-08 4:45,3818
2018-05-08 5:45,3818
2018-05-08 6:45,3818
2018-05-08 7:45,3818
2018-05-08 8:45,3818
2018-05-08 9:45,3818
2018-05-08 10:45,3818
2018-05-08 11:45,3818
2018-05-08 12:45,3818
2018-05-08 13:45,3818
2018-05-08 14:45,3818
2018-05-08 15:45,3807
2018-05-08 16:45,3765
2018-05-08 17:45,3758
2018-05-08 18:45,3765
2018-05-08 19:45,3763
2018-05-08 20:45,3764
2018-05-08 21:45,3763
2018-05-08 22:45,3763
2018-05-08 23:45,3763
2018-05-09 0:45,3763
2018-05-09 1:45,3763
2018-05-09 2:45,3763
2018-05-09 3:45,3763
2018-05-09 4:45,3763
2018-05-09 5:45,3763
2018-05-09 6:45,3763
2018-05-09 7:45,3763
2018-05-09 8:45,3763
2018-05-09 9:45,3763
2018-05-09 10:45,3763
2018-05-09 11:45,3763
2018-05-09 12:45,3763
2018-05-09 13:45,3763
2018-05-09 14:45,3761
2018-05-09 15:45,3776
2018-05-09 16:45,3793
2018-05-09 17:45,3813
2018-05-09 18:45,3841
2018-05-09 19:45,3856
2018-05-09 20:45,3906
2018-05-09 21:45,3910
2018-05-09 22:45,3911
2018-05-09 23:45,3911
2018-05-10 0:45,3911
2018-05-10 1:45,3911
2018-05-10 2:45,3911
2018-05-10 3:45,3911
2018-05-10 4:45,3911
2018-05-10 5:45,3911
2018-05-10 6:45,3911
2018-05-10 7:45,3911
2018-05-10 8:45,3911
2018-05-10 9:45,3911
2018-05-10 10:45,3911
2018-05-10 11:45,3911
2018-05-10 12:45,3911
2018-05-10 13:45,3911
2018-05-10 14:45,3913
2018-05-10 15:45,3910
2018-05-10 16:45,3907
2018-05-10 17:45,3904
2018-05-10 18:45,3896
2018-05-10 19:45,3890
2018-05-10 20:45,3892
2018-05-10 21:45,3891
2018-05-10 22:45,3892
2018-05-10 23:45,3892
2018-05-11 0:45,3892
2018-05-11 1:45,3892
2018-05-11 2:45,3892
2018-05-11 3:45,3892
2018-05-11 4:45,3892
2018-05-11 5:45,3892
2018-05-11 6:45,3892
2018-05-11 7:45,3892
2018-05-11 8:45,3892
2018-05-11 9:45,3892
2018-05-11 10:45,3891
2018-05-11 11:45,3891
2018-05-11 12:45,3891
2018-05-11 13:45,3891
2018-05-11 14:45,3887
2018-05-11 15:45,3882
2018-05-11 16:45,3874
2018-05-11 17:45,3882
2018-05-11 18:45,3885
