timestamp,BAC
2018-05-11 7:45,77793
2018-05-11 8:45,77793
2018-05-11 9:45,77796
2018-05-11 10:45,77795
2018-05-11 11:45,77795
2018-05-11 12:45,77795
2018-05-11 13:45,77795
2018-05-11 14:45,77954
2018-05-11 15:45,78005
2018-05-11 16:45,78016
2018-05-11 17:45,78041
2018-05-11 18:45,78036
2018-05-11 19:45,78025
2018-05-11 20:45,78044
2018-05-11 21:45,78041
2018-05-11 22:45,78042
2018-05-11 23:45,78042
2018-05-12 0:45,78042
2018-05-12 1:45,78042
2018-05-12 2:45,78042
2018-05-12 3:45,78042
2018-05-12 4:45,78042
2018-05-12 5:45,78042
2018-05-12 6:45,78042
2018-05-12 7:45,78042
2018-05-12 8:45,78042
2018-05-12 9:45,78042
2018-05-12 10:45,78047
2018-05-12 11:45,78047
2018-05-12 12:45,78047
2018-05-12 13:45,78047
2018-05-12 14:45,78047
2018-05-12 15:45,78047
2018-05-12 16:45,78047
2018-05-12 17:45,78047
2018-05-12 18:45,78047
2018-05-12 19:45,78047
2018-05-12 20:45,78047
2018-05-12 21:45,78047
2018-05-12 22:45,78047
2018-05-12 23:45,78047
2018-05-13 0:45,78047
2018-05-13 1:45,78047
2018-05-13 2:45,78047
2018-05-13 3:45,78047
2018-05-13 4:45,78047
2018-05-13 5:45,78047
2018-05-13 6:45,78047
2018-05-13 7:45,78047
2018-05-13 8:45,78047
2018-05-13 9:45,78047
2018-05-13 10:45,78047
2018-05-13 11:45,78047
2018-05-13 12:45,78047
2018-05-13 13:45,78047
2018-05-13 14:45,78047
2018-05-13 15:45,78047
2018-05-13 16:45,78047
2018-05-13 17:45,78047
2018-05-13 18:45,78047
2018-05-13 19:45,78047
2018-05-13 20:45,78047
2018-05-13 21:45,78047
2018-05-13 22:45,78047
2018-05-13 23:45,78047
2018-05-14 0:45,78047
2018-05-14 1:45,78047
2018-05-14 2:45,78047
2018-05-14 3:45,78047
2018-05-14 4:45,78047
2018-05-14 5:45,78047
2018-05-14 6:45,78047
2018-05-14 7:45,78047
2018-05-14 8:45,78047
2018-05-14 9:45,78034
2018-05-14 10:45,78034
2018-05-14 11:45,78034
2018-05-14 12:45,78034
2018-05-14 13:45,78031
2018-05-14 14:45,78438
2018-05-14 15:45,78485
2018-05-14 16:45,78474
2018-05-14 17:45,78491
2018-05-14 18:45,78504
2018-05-14 19:45,78501
2018-05-14 20:45,78506
2018-05-14 21:45,78507
2018-05-14 22:45,78507
2018-05-14 23:45,78507
2018-05-15 0:45,78507
2018-05-15 1:45,78507
2018-05-15 2:45,78507
2018-05-15 3:45,78507
2018-05-15 4:45,78507
2018-05-15 5:45,78507
2018-05-15 6:45,78507
2018-05-15 7:45,78507
2018-05-15 8:45,78507
2018-05-15 9:45,78507
2018-05-15 10:45,78511
2018-05-15 11:45,78511
2018-05-15 12:45,78511
2018-05-15 13:45,78511
2018-05-15 14:45,78539
2018-05-15 15:45,78518
2018-05-15 16:45,78505
2018-05-15 17:45,78525
2018-05-15 18:45,78502
2018-05-15 19:45,78500
2018-05-15 20:45,78490
2018-05-15 21:45,78488
2018-05-15 22:45,78490
2018-05-15 23:45,78490
2018-05-16 0:45,78490
2018-05-16 1:45,78490
2018-05-16 2:45,78490
2018-05-16 3:45,78490
2018-05-16 4:45,78490
2018-05-16 5:45,78490
2018-05-16 6:45,78490
2018-05-16 7:45,78490
2018-05-16 8:45,78490
2018-05-16 9:45,78490
2018-05-16 10:45,78486
2018-05-16 11:45,78486
2018-05-16 12:45,78486
2018-05-16 13:45,78486
2018-05-16 14:45,78496
2018-05-16 15:45,78480
2018-05-16 16:45,78480
2018-05-16 17:45,78459
2018-05-16 18:45,78437
2018-05-16 19:45,78393
2018-05-16 20:45,78404
2018-05-16 21:45,78404
2018-05-16 22:45,78407
2018-05-16 23:45,78407
2018-05-17 0:45,78407
2018-05-17 1:45,78407
2018-05-17 2:45,78407
2018-05-17 3:45,78407
2018-05-17 4:45,78407
2018-05-17 5:45,78407
2018-05-17 6:45,78407
2018-05-17 7:45,78407
2018-05-17 8:45,78407
2018-05-17 9:45,78407
2018-05-17 10:45,78407
2018-05-17 11:45,78407
2018-05-17 12:45,78407
2018-05-17 13:45,78407
2018-05-17 14:45,78380
2018-05-17 15:45,78379
2018-05-18 7:45,78376
2018-05-18 8:45,78376
2018-05-18 9:45,78376
2018-05-18 10:45,78380
2018-05-18 11:45,78380
2018-05-18 12:45,78380
2018-05-18 13:45,78380
2018-05-18 14:45,78369
2018-05-18 15:45,78352
2018-05-18 16:45,78358
2018-05-18 17:45,78375
2018-05-18 18:45,78409
2018-05-18 19:45,78419
2018-05-18 20:45,78476
2018-05-18 21:45,78488
2018-05-18 22:45,78495
2018-05-18 23:45,78495
2018-05-19 0:45,78495
2018-05-19 1:45,78495
2018-05-19 2:45,78495
2018-05-19 3:45,78495
2018-05-19 4:45,78495
2018-05-19 5:45,78495
2018-05-19 6:45,78495
2018-05-19 7:45,78495
2018-05-19 8:45,78495
2018-05-19 9:45,78495
2018-05-19 10:45,78494
2018-05-19 11:45,78494
2018-05-19 12:45,78494
2018-05-19 13:45,78494
2018-05-19 14:45,78494
2018-05-19 15:45,78494
2018-05-19 16:45,78494
2018-05-19 17:45,78494
2018-05-19 18:45,78494
2018-05-19 19:45,78494
2018-05-19 20:45,78494
2018-05-19 21:45,78494
2018-05-19 22:45,78494
2018-05-19 23:45,78494
2018-05-20 0:45,78494
2018-05-20 1:45,78494
2018-05-20 2:45,78494
2018-05-20 3:45,78494
2018-05-20 4:45,78494
2018-05-20 5:45,78494
2018-05-20 6:45,78494
2018-05-20 7:45,78494
2018-05-20 8:45,78494
2018-05-20 9:45,78494
2018-05-20 10:45,78494
2018-05-20 11:45,78494
2018-05-20 12:45,78494
2018-05-20 13:45,78494
2018-05-20 14:45,78494
2018-05-20 15:45,78494
2018-05-20 16:45,78494
2018-05-20 17:45,78494
2018-05-20 18:45,78494
2018-05-20 19:45,78494
2018-05-20 20:45,78494
2018-05-20 21:45,78494
2018-05-20 22:45,78494
2018-05-20 23:45,78494
2018-05-21 0:45,78494
2018-05-21 1:46,78494
2018-05-21 2:45,78494
2018-05-21 3:45,78494
2018-05-21 4:45,78494
2018-05-21 5:45,78494
2018-05-21 6:45,78494
2018-05-21 7:45,78494
2018-05-21 8:45,78494
2018-05-21 9:45,78493
2018-05-21 10:45,78493
2018-05-21 11:45,78493
2018-05-21 12:45,78493
2018-05-21 13:45,78494
2018-05-21 14:45,78427
2018-05-21 15:45,78427
2018-05-21 16:45,78412
2018-05-21 17:45,78392
2018-05-21 18:45,78393
2018-05-21 19:45,78364
2018-05-21 20:45,78351
2018-05-21 21:45,78349
2018-05-21 22:45,78346
2018-05-21 23:45,78346
2018-05-22 0:45,78346
2018-05-22 1:45,78346
2018-05-22 2:45,78346
2018-05-22 3:45,78346
2018-05-22 4:45,78346
2018-05-22 5:45,78346
2018-05-22 6:45,78346
2018-05-22 7:45,78346
2018-05-22 8:45,78346
2018-05-22 9:45,78346
2018-05-22 10:45,78346
2018-05-22 11:45,78346
2018-05-22 12:45,78345
2018-05-22 13:45,78345
2018-05-22 14:45,78292
2018-05-22 15:45,78253
2018-05-22 16:45,78257
2018-05-22 17:45,78170
2018-05-22 18:45,78127
2018-05-22 19:45,78081
2018-05-22 20:45,78027
2018-05-22 21:45,78032
2018-05-22 22:45,78044
2018-05-22 23:45,78045
2018-05-23 0:45,78045
2018-05-23 1:45,78045
2018-05-23 2:45,78045
2018-05-23 3:45,78045
2018-05-23 4:45,78045
2018-05-23 5:45,78045
2018-05-23 6:45,78045
2018-05-23 7:45,78045
2018-05-23 8:45,78045
2018-05-23 9:45,78045
2018-05-23 10:45,78046
2018-05-23 11:45,78046
2018-05-23 12:45,78046
2018-05-23 13:45,78046
2018-05-23 14:45,78211
2018-05-23 15:45,78331
2018-05-23 16:45,78480
2018-05-23 17:45,78549
2018-05-23 18:45,78572
2018-05-23 19:45,78612
2018-05-23 20:45,78665
2018-05-23 21:45,78668
2018-05-23 22:45,78675
2018-05-23 23:45,78674
2018-05-24 0:45,78674
2018-05-24 1:45,78674
2018-05-24 2:45,78674
2018-05-24 3:45,78674
2018-05-24 4:45,78674
2018-05-24 6:45,78674
2018-05-24 7:45,78674
2018-05-24 8:45,78674
2018-05-24 9:45,78674
2018-05-24 10:45,78672
2018-05-24 11:45,78672
2018-05-24 12:45,78672
2018-05-24 20:14,78925
2018-05-24 20:45,78925
2018-05-24 21:45,78931
2018-05-24 22:45,78928
2018-05-24 23:45,78928
2018-05-25 0:45,78928
2018-05-25 1:45,78928
2018-05-25 2:45,78928
2018-05-25 3:45,78928
2018-05-25 4:45,78928
2018-05-25 5:45,78928
2018-05-25 6:45,78928
2018-05-25 7:45,78928
2018-05-25 8:45,78928
2018-05-25 9:45,78928
2018-05-25 10:45,78929
2018-05-25 11:45,78929
2018-05-25 12:45,78929
2018-05-25 13:45,78929
2018-05-25 14:45,79022
2018-05-25 15:45,79073
2018-05-25 16:45,79051
2018-05-25 17:45,79032
2018-05-25 18:45,79048
2018-05-25 19:45,79063
2018-05-25 20:45,79055
2018-05-25 21:45,79058
2018-05-25 22:45,79060
2018-05-25 23:45,79060
2018-05-26 0:45,79060
2018-05-26 1:45,79060
2018-05-26 2:45,79060
2018-05-26 3:45,79060
2018-05-26 4:45,79060
2018-05-26 5:45,79060
2018-05-26 6:45,79060
2018-05-26 7:45,79060
2018-05-26 8:45,79060
2018-05-26 9:45,79060
2018-05-26 10:45,79060
2018-05-26 11:45,79060
2018-05-26 12:45,79060
2018-05-26 13:45,79060
2018-05-26 14:45,79060
2018-05-26 15:45,79060
2018-05-26 16:45,79060
2018-05-26 17:45,79060
2018-05-26 18:45,79060
2018-05-26 19:45,79060
2018-05-26 20:45,79060
2018-05-26 21:45,79060
2018-05-26 22:45,79060
2018-05-26 23:45,79060
2018-05-27 0:45,79060
2018-05-27 1:45,79060
2018-05-27 2:45,79060
2018-05-27 3:45,79060
2018-05-27 4:45,79060
2018-05-27 5:45,79060
2018-05-27 6:45,79060
2018-05-27 7:45,79060
2018-05-27 8:45,79060
2018-05-27 9:45,79060
2018-05-27 10:45,79060
2018-05-27 11:45,79060
2018-05-27 12:45,79060
2018-05-27 13:45,79060
2018-05-27 14:45,79060
2018-05-27 15:45,79060
2018-05-27 16:45,79060
2018-05-27 17:45,79060
2018-05-27 18:45,79060
2018-05-27 19:45,79060
2018-05-27 20:45,79060
2018-05-27 21:45,79060
2018-05-27 22:45,79060
2018-05-27 23:45,79060
2018-05-28 0:45,79060
2018-05-28 1:45,79060
2018-05-28 2:45,79060
2018-05-28 3:45,79060
2018-05-28 4:45,79060
2018-05-28 5:45,79060
2018-05-28 6:45,79060
2018-05-28 7:45,79060
2018-05-28 8:45,79060
2018-05-28 9:45,79060
2018-05-28 10:45,79060
2018-05-28 11:45,79060
2018-05-28 12:45,79060
2018-05-28 13:45,79060
2018-05-28 14:45,79060
2018-05-28 15:45,79060
2018-05-28 16:45,79060
2018-05-28 17:45,79060
2018-05-28 18:45,79060
2018-05-28 19:45,79060
2018-05-28 20:45,79060
2018-05-28 21:45,79060
2018-05-28 22:45,79060
2018-05-28 23:45,79060
2018-05-29 0:45,79060
2018-05-29 1:45,79060
2018-05-29 2:45,79060
2018-05-29 3:45,79060
2018-05-29 4:45,79060
2018-05-29 5:45,79060
2018-05-29 6:45,79060
2018-05-29 7:45,79060
2018-05-29 8:45,79060
2018-05-29 9:45,79058
2018-05-29 10:45,79058
2018-05-29 11:45,79058
2018-05-29 12:45,79058
2018-05-30 19:56,81094
2018-05-30 20:45,81128
2018-05-30 21:45,81138
2018-05-30 22:45,81144
2018-05-30 23:45,81144
2018-05-31 0:45,81144
2018-05-31 1:45,81144
2018-05-31 2:45,81144
2018-05-31 3:45,81144
2018-05-31 4:45,81144
2018-05-31 5:45,81144
2018-05-31 6:45,81144
2018-05-31 7:45,81144
2018-05-31 8:45,81144
2018-05-31 9:45,81143
2018-05-31 10:45,81143
2018-05-31 11:45,81143
2018-05-31 12:45,81143
2018-05-31 13:45,81147
2018-05-31 14:45,81355
2018-05-31 15:45,81582
2018-05-31 16:45,81686
2018-05-31 17:45,81759
2018-05-31 18:45,81842
2018-05-31 19:45,81900
2018-05-31 20:45,81987
2018-05-31 21:45,81988
2018-05-31 22:45,81998
2018-05-31 23:45,81998
2018-06-01 0:45,81997
2018-06-01 1:45,81997
2018-06-01 2:45,81997
2018-06-01 3:45,81997
2018-06-01 4:45,81997
2018-06-01 5:45,81997
2018-06-01 6:45,81997
2018-06-01 7:45,81997
2018-06-01 8:45,81997
2018-06-01 9:45,81997
2018-06-01 10:45,81997
2018-06-01 11:45,81997
2018-06-01 12:45,82001
2018-06-01 13:45,81998
2018-06-01 14:45,81832
2018-06-01 15:45,81754
2018-06-01 16:45,81704
2018-06-01 17:45,81641
2018-06-01 18:45,81582
2018-06-01 19:45,81567
2018-06-01 20:45,81541
2018-06-01 21:45,81535
2018-06-01 22:45,81532
2018-06-01 23:45,81533
2018-06-02 0:45,81533
2018-06-02 1:45,81533
2018-06-02 2:45,81533
2018-06-02 3:45,81533
2018-06-02 4:45,81533
2018-06-02 5:45,81533
2018-06-02 6:45,81533
2018-06-02 7:45,81533
2018-06-02 8:45,81533
2018-06-02 9:45,81533
2018-06-02 10:45,81533
2018-06-02 11:45,81533
2018-06-02 12:45,81533
2018-06-02 13:45,81533
2018-06-02 14:45,81534
2018-06-02 15:45,81534
2018-06-02 16:45,81534
2018-06-02 17:45,81534
2018-06-02 18:45,81534
2018-06-02 19:45,81534
2018-06-02 20:45,81534
2018-06-02 21:45,81534
2018-06-02 22:45,81534
2018-06-02 23:45,81534
2018-06-03 0:45,81534
2018-06-03 1:45,81534
2018-06-03 2:45,81534
2018-06-03 3:45,81534
2018-06-03 4:45,81534
2018-06-03 5:45,81534
2018-06-03 6:45,81534
2018-06-03 19:48,81534
2018-06-03 20:45,81534
2018-06-03 21:45,81534
2018-06-03 22:45,81534
2018-06-03 23:45,81534
2018-06-04 0:45,81534
2018-06-04 1:45,81534
2018-06-04 2:45,81534
2018-06-04 3:45,81534
2018-06-04 4:45,81534
2018-06-04 5:45,81534
2018-06-04 6:45,81534
2018-06-04 7:45,81534
2018-06-04 8:45,81534
2018-06-04 9:45,81546
2018-06-04 10:45,81546
2018-06-04 11:45,81546
2018-06-04 12:45,81546
2018-06-04 13:45,81545
2018-06-04 14:45,81512
2018-06-04 15:45,81519
2018-06-04 16:45,81492
2018-06-04 17:45,81519
2018-06-04 18:45,81536
2018-06-04 19:45,81534
2018-06-04 20:45,81528
2018-06-04 21:45,81521
2018-06-04 22:45,81525
2018-06-04 23:45,81525
2018-06-05 0:45,81525
2018-06-05 1:45,81525
2018-06-05 2:45,81525
2018-06-05 3:45,81525
2018-06-05 4:45,81525
2018-06-05 5:45,81525
2018-06-05 6:45,81525
2018-06-05 7:45,81525
2018-06-05 8:45,81525
2018-06-05 9:45,81525
2018-06-05 10:45,81525
2018-06-05 11:45,81525
2018-06-05 12:45,81525
2018-06-05 13:46,81525
2018-06-05 14:45,81504
2018-06-05 15:45,81510
2018-06-05 16:45,81513
2018-06-05 17:45,81535
2018-06-05 18:45,81523
2018-06-05 19:45,81529
2018-06-05 20:45,81584
2018-06-05 21:45,81595
2018-06-05 22:45,81602
2018-06-05 23:45,81602
2018-06-06 0:45,81602
2018-06-06 1:45,81602
2018-06-06 2:45,81602
2018-06-06 3:45,81602
2018-06-06 4:45,81602
2018-06-06 5:45,81602
2018-06-06 6:45,81602
2018-06-06 7:45,81602
2018-06-06 8:45,81602
2018-06-06 9:45,81601
2018-06-06 10:45,81605
2018-06-06 11:45,81605
2018-06-06 12:45,81605
2018-06-06 13:45,81604
2018-06-06 14:45,81401
2018-06-06 15:45,81302
2018-06-06 16:45,81207
2018-06-06 17:45,81134
2018-06-06 18:45,81039
2018-06-06 19:45,80869
2018-06-06 20:45,80765
2018-06-06 21:45,80754
2018-06-06 22:45,80753
2018-06-06 23:45,80753
2018-06-07 0:45,80753
2018-06-07 1:45,80753
2018-06-07 2:45,80753
2018-06-07 3:45,80753
2018-06-07 4:45,80753
2018-06-07 5:45,80753
2018-06-07 6:45,80753
2018-06-07 7:45,80753
2018-06-07 8:45,80753
2018-06-07 9:45,80754
2018-06-07 10:45,80754
2018-06-07 11:45,80754
2018-06-07 12:45,80754
2018-06-07 13:45,80751
2018-06-07 14:45,80825
2018-06-07 15:45,80782
2018-06-07 16:45,80735
2018-06-07 17:45,80705
2018-06-07 18:45,80661
2018-06-07 19:45,80645
2018-06-07 20:45,80635
2018-06-07 21:45,80635
2018-06-07 22:45,80636
2018-06-07 23:45,80636
2018-06-08 0:45,80636
2018-06-08 1:45,80636
2018-06-08 2:45,80636
2018-06-08 3:45,80636
2018-06-08 4:45,80636
2018-06-08 5:45,80636
2018-06-08 6:45,80636
2018-06-08 7:45,80636
2018-06-08 8:45,80636
2018-06-08 9:45,80636
2018-06-08 10:45,80637
2018-06-08 11:45,80637
2018-06-08 12:45,80637
2018-06-08 13:45,80637
2018-06-08 14:45,80622
2018-06-08 15:45,80644
2018-06-08 16:45,80655
2018-06-08 17:45,80657
2018-06-08 18:45,80665
2018-06-08 19:45,80666
2018-06-08 20:45,80647
2018-06-08 21:45,80655
2018-06-08 22:45,80657
2018-06-08 23:45,80657
2018-06-09 0:45,80657
2018-06-09 1:45,80657
2018-06-09 2:45,80657
2018-06-09 3:45,80657
2018-06-09 4:45,80657
2018-06-09 5:45,80657
2018-06-09 6:45,80657
2018-06-09 7:45,80657
2018-06-09 8:45,80657
2018-06-09 9:45,80657
2018-06-09 10:45,80658
2018-06-09 11:45,80658
2018-06-09 12:45,80658
2018-06-09 13:45,80658
2018-06-09 14:45,80658
2018-06-09 15:45,80658
2018-06-09 16:45,80658
2018-06-09 17:45,80658
2018-06-09 18:45,80658
2018-06-09 19:45,80658
2018-06-09 20:45,80658
2018-06-09 21:45,80658
2018-06-09 22:45,80658
2018-06-09 23:45,80658
2018-06-10 0:45,80658
2018-06-10 1:45,80658
2018-06-10 2:45,80658
2018-06-10 3:45,80658
2018-06-10 4:45,80658
2018-06-10 5:45,80658
2018-06-10 6:45,80658
2018-06-10 7:45,80658
2018-06-10 8:45,80658
2018-06-10 9:45,80658
2018-06-10 10:45,80658
2018-06-10 11:45,80658
2018-06-10 12:45,80658
2018-06-10 13:45,80658
2018-06-10 14:45,80658
2018-06-10 15:45,80658
2018-06-10 16:45,80658
2018-06-10 17:45,80658
2018-06-10 18:45,80658
2018-06-10 19:45,80658
2018-06-10 20:45,80658
2018-06-10 21:45,80658
2018-06-10 22:45,80658
2018-06-10 23:45,80658
2018-06-11 0:45,80658
2018-06-11 1:45,80658
2018-06-11 2:45,80658
2018-06-11 3:45,80658
2018-06-11 4:45,80658
2018-06-11 6:45,80658
2018-06-11 7:45,80658
2018-06-11 8:45,80658
2018-06-11 9:45,80657
2018-06-11 10:45,80653
2018-06-11 11:45,80653
2018-06-11 12:45,80653
2018-06-11 13:45,80654
2018-06-11 14:45,80530
2018-06-11 15:45,80401
2018-06-11 16:45,80364
2018-06-11 17:45,80330
2018-06-11 18:45,80289
2018-06-11 19:45,80250
2018-06-11 20:45,80242
2018-06-11 21:45,80241
2018-06-11 22:45,80247
2018-06-11 23:45,80247
2018-06-12 0:45,80247
2018-06-12 1:45,80247
2018-06-12 2:45,80247
2018-06-12 3:45,80247
2018-06-12 4:45,80247
2018-06-12 5:45,80247
2018-06-12 6:45,80247
2018-06-12 7:45,80247
2018-06-12 8:45,80247
2018-06-12 9:45,80247
2018-06-12 10:45,80247
2018-06-12 11:45,80247
2018-06-12 12:45,80249
2018-06-12 13:45,80248
2018-06-12 14:45,80188
2018-06-12 15:45,80182
2018-06-12 16:45,80177
2018-06-12 17:45,80148
2018-06-12 18:45,80205
2018-06-12 19:45,80239
2018-06-12 20:45,80307
2018-06-12 21:45,80308
2018-06-12 22:45,80318
2018-06-12 23:45,80318
2018-06-13 0:45,80318
2018-06-13 1:45,80318
2018-06-13 2:45,80318
2018-06-13 3:45,80318
2018-06-13 4:45,80318
2018-06-13 5:45,80318
2018-06-13 6:45,80318
2018-06-13 7:45,80318
2018-06-13 8:45,80318
2018-06-13 9:45,80318
2018-06-13 10:45,80318
2018-06-13 11:45,80318
2018-06-13 12:45,80317
2018-06-13 13:45,80317
2018-06-13 14:45,80270
2018-06-13 15:45,80286
2018-06-13 16:45,80284
2018-06-13 17:45,80286
2018-06-13 18:45,80242
2018-06-13 19:45,80127
2018-06-13 20:45,80148
2018-06-13 21:45,80159
2018-06-13 22:45,80167
2018-06-13 23:45,80167
2018-06-14 0:45,80167
2018-06-14 1:45,80167
2018-06-14 2:45,80167
2018-06-14 3:45,80167
2018-06-14 4:45,80167
2018-06-14 5:45,80167
2018-06-14 6:45,80167
2018-06-14 7:45,80167
2018-06-14 8:45,80167
2018-06-14 9:45,80167
2018-06-14 10:45,80169
2018-06-14 11:45,80169
2018-06-14 12:45,80169
2018-06-14 13:45,80177
2018-06-14 14:45,80499
2018-06-14 15:45,80683
2018-06-14 16:45,80786
2018-06-14 17:45,80870
2018-06-14 18:45,80897
2018-06-14 19:45,80920
2018-06-14 20:45,80944
2018-06-14 21:45,80949
2018-06-14 22:45,80952
2018-06-14 23:45,80952
2018-06-15 0:45,80952
2018-06-15 1:45,80952
2018-06-15 2:45,80952
2018-06-15 3:45,80952
2018-06-15 4:45,80952
2018-06-15 5:45,80952
2018-06-15 6:45,80952
2018-06-15 7:45,80952
2018-06-15 8:45,80952
2018-06-15 9:45,80952
2018-06-15 10:45,80952
2018-06-15 11:45,80952
2018-06-15 12:45,80952
2018-06-15 13:45,80954
2018-06-15 14:45,80891
2018-06-15 15:45,81004
2018-06-15 16:45,80986
2018-06-15 17:45,80997
2018-06-15 18:45,81026
2018-06-15 19:45,81045
2018-06-15 20:45,81061
2018-06-15 21:45,81059
2018-06-15 22:45,81056
2018-06-15 23:45,81056
2018-06-16 0:45,81056
2018-06-16 1:45,81056
2018-06-16 2:45,81056
2018-06-16 3:45,81056
2018-06-16 4:45,81056
2018-06-16 5:45,81056
2018-06-16 6:45,81056
2018-06-16 7:45,81056
2018-06-16 8:45,81056
2018-06-16 9:45,81056
2018-06-16 10:45,81056
2018-06-16 11:45,81056
2018-06-16 12:45,81056
2018-06-16 13:45,81057
