timestamp,AAPL
2018-05-10 0:43,140742
2018-05-10 1:43,140742
2018-05-10 2:43,140742
2018-05-10 3:43,140742
2018-05-10 4:43,140742
2018-05-10 5:43,140742
2018-05-10 6:43,140742
2018-05-10 7:43,140743
2018-05-10 8:43,140747
2018-05-10 9:43,140747
2018-05-10 10:43,140747
2018-05-10 11:43,140747
2018-05-10 12:43,140747
2018-05-10 13:43,140747
2018-05-10 14:43,140811
2018-05-10 15:43,140870
2018-05-10 16:43,140982
2018-05-10 17:43,141002
2018-05-10 18:43,140949
2018-05-10 19:43,140927
2018-05-10 20:43,140914
2018-05-10 21:43,140896
2018-05-10 22:43,140904
2018-05-10 23:43,140904
2018-05-11 0:43,140904
2018-05-11 1:43,140904
2018-05-11 2:43,140904
2018-05-11 3:43,140904
2018-05-11 4:43,140904
2018-05-11 5:43,140904
2018-05-11 6:43,140904
2018-05-11 7:43,140904
2018-05-11 8:43,140904
2018-05-11 9:43,140895
2018-05-11 10:43,140898
2018-05-11 11:43,140898
2018-05-11 12:43,140898
2018-05-11 13:43,140898
2018-05-11 14:43,140989
2018-05-11 15:43,141003
2018-05-11 16:43,140952
2018-05-11 17:43,140911
2018-05-11 18:43,140901
2018-05-11 19:43,140847
2018-05-11 20:43,140938
2018-05-11 21:43,140946
2018-05-11 22:43,140950
2018-05-11 23:43,140950
2018-05-12 0:43,140950
2018-05-12 1:43,140950
2018-05-12 2:43,140950
2018-05-12 3:43,140950
2018-05-12 4:43,140950
2018-05-12 5:43,140950
2018-05-12 6:43,140950
2018-05-12 7:43,140950
2018-05-12 8:43,140950
2018-05-12 9:43,140950
2018-05-12 10:43,140952
2018-05-12 11:43,140952
2018-05-12 12:43,140952
2018-05-12 13:43,140952
2018-05-12 14:43,140952
2018-05-12 15:43,140952
2018-05-12 16:43,140952
2018-05-12 17:43,140952
2018-05-12 18:43,140952
2018-05-12 19:43,140952
2018-05-12 20:43,140952
2018-05-12 21:43,140952
2018-05-12 22:43,140952
2018-05-12 23:43,140952
2018-05-13 0:43,140952
2018-05-13 1:43,140952
2018-05-13 2:43,140952
2018-05-13 3:43,140952
2018-05-13 4:43,140952
2018-05-13 5:43,140952
2018-05-13 6:43,140952
2018-05-13 7:43,140952
2018-05-13 8:43,140952
2018-05-13 9:43,140952
2018-05-13 10:43,140952
2018-05-13 11:43,140952
2018-05-13 12:43,140952
2018-05-13 13:43,140952
2018-05-13 14:43,140952
2018-05-13 15:43,140952
2018-05-13 16:43,140952
2018-05-13 17:43,140952
2018-05-13 18:43,140952
2018-05-13 19:43,140952
2018-05-13 20:43,140952
2018-05-13 21:43,140952
2018-05-13 22:43,140952
2018-05-13 23:43,140952
2018-05-14 0:43,140952
2018-05-14 1:43,140952
2018-05-14 2:43,140952
2018-05-14 3:43,140952
2018-05-14 4:43,140952
2018-05-14 5:43,140952
2018-05-14 6:43,140952
2018-05-14 7:43,140952
2018-05-14 8:43,140952
2018-05-14 9:43,140954
2018-05-14 10:43,140954
2018-05-14 11:43,140954
2018-05-14 12:43,140954
2018-05-14 13:43,140954
2018-05-14 14:43,141086
2018-05-14 15:43,141141
2018-05-14 16:43,141148
2018-05-14 17:43,141142
2018-05-14 18:43,141189
2018-05-14 19:43,141184
2018-05-14 20:43,141198
2018-05-14 21:43,141200
2018-05-14 22:43,141199
2018-05-14 23:43,141199
2018-05-15 0:43,141199
2018-05-15 1:43,141199
2018-05-15 2:43,141199
2018-05-15 3:43,141199
2018-05-15 4:43,141199
2018-05-15 5:43,141199
2018-05-15 6:43,141199
2018-05-15 7:43,141199
2018-05-15 8:43,141199
2018-05-15 9:43,141199
2018-05-15 10:43,141206
2018-05-15 11:43,141206
2018-05-15 12:43,141206
2018-05-15 13:43,141206
2018-05-15 14:43,141015
2018-05-15 15:43,141162
2018-05-15 16:43,141202
2018-05-15 17:43,141246
2018-05-15 18:43,141311
2018-05-15 19:43,141366
2018-05-15 20:43,141436
2018-05-15 21:43,141446
2018-05-15 22:43,141449
2018-05-15 23:43,141449
2018-05-16 0:43,141449
2018-05-16 1:43,141449
2018-05-16 2:43,141449
2018-05-16 3:43,141449
2018-05-16 4:43,141449
2018-05-16 5:43,141449
2018-05-16 6:43,141449
2018-05-16 7:43,141449
2018-05-16 8:43,141449
2018-05-16 9:43,141449
2018-05-16 10:43,141456
2018-05-16 11:43,141456
2018-05-16 12:43,141456
2018-05-16 13:43,141456
2018-05-16 14:43,141578
2018-05-16 15:43,141660
2018-05-16 16:43,141644
2018-05-16 17:43,141634
2018-05-16 18:43,141615
2018-05-16 19:43,141598
2018-05-16 20:43,141577
2018-05-16 21:43,141576
2018-05-16 22:43,141569
2018-05-16 23:43,141569
2018-05-17 0:43,141569
2018-05-17 1:43,141569
2018-05-17 2:43,141569
2018-05-17 3:43,141569
2018-05-17 4:43,141569
2018-05-17 5:43,141569
2018-05-17 6:43,141569
2018-05-17 7:43,141569
2018-05-17 8:43,141569
2018-05-17 9:43,141569
2018-05-17 10:43,141577
2018-05-17 11:43,141577
2018-05-17 12:43,141577
2018-05-17 13:43,141577
2018-05-17 14:43,141685
2018-05-17 15:43,141680
2018-05-18 7:43,141726
2018-05-18 8:43,141726
2018-05-18 9:43,141726
2018-05-18 10:43,141735
2018-05-18 11:43,141735
2018-05-18 12:43,141735
2018-05-18 13:43,141735
2018-05-18 14:43,141803
2018-05-18 15:43,141792
2018-05-18 16:43,141766
2018-05-18 17:43,141770
2018-05-18 18:43,141775
2018-05-18 19:43,141776
2018-05-18 20:43,141784
2018-05-18 21:43,141788
2018-05-18 22:43,141793
2018-05-18 23:43,141793
2018-05-19 0:43,141793
2018-05-19 1:43,141793
2018-05-19 2:43,141793
2018-05-19 3:43,141793
2018-05-19 4:43,141793
2018-05-19 5:43,141793
2018-05-19 6:43,141793
2018-05-19 7:43,141793
2018-05-19 8:43,141793
2018-05-19 9:43,141793
2018-05-19 10:43,141799
2018-05-19 11:43,141799
2018-05-19 12:43,141799
2018-05-19 13:43,141799
2018-05-19 14:43,141799
2018-05-19 15:43,141799
2018-05-19 16:43,141799
2018-05-19 17:43,141799
2018-05-19 18:43,141799
2018-05-19 19:43,141799
2018-05-19 20:43,141799
2018-05-19 21:43,141799
2018-05-19 22:43,141799
2018-05-19 23:43,141799
2018-05-20 0:43,141799
2018-05-20 1:43,141799
2018-05-20 2:43,141799
2018-05-20 3:43,141799
2018-05-20 4:43,141799
2018-05-20 5:43,141799
2018-05-20 6:43,141799
2018-05-20 7:43,141799
2018-05-20 8:43,141799
2018-05-20 9:43,141799
2018-05-20 10:43,141799
2018-05-20 11:43,141799
2018-05-20 12:43,141799
2018-05-20 13:43,141799
2018-05-20 14:43,141799
2018-05-20 15:43,141799
2018-05-20 16:43,141800
2018-05-20 17:43,141800
2018-05-20 18:43,141800
2018-05-20 19:43,141800
2018-05-20 20:43,141800
2018-05-20 21:43,141800
2018-05-20 22:43,141800
2018-05-20 23:43,141800
2018-05-21 0:43,141800
2018-05-21 1:43,141800
2018-05-21 2:43,141800
2018-05-21 3:43,141800
2018-05-21 4:43,141800
2018-05-21 5:43,141800
2018-05-21 6:43,141800
2018-05-21 7:43,141800
2018-05-21 8:43,141800
2018-05-21 9:43,141801
2018-05-21 10:43,141802
2018-05-21 11:43,141804
2018-05-21 12:43,141804
2018-05-21 13:43,141801
2018-05-21 14:43,141924
2018-05-21 15:43,141847
2018-05-21 16:43,141859
2018-05-21 17:43,141889
2018-05-21 18:43,141890
2018-05-21 19:43,141903
2018-05-21 20:43,141911
2018-05-21 21:43,141913
2018-05-21 22:43,141914
2018-05-21 23:43,141913
2018-05-22 0:43,141913
2018-05-22 1:43,141913
2018-05-22 2:43,141913
2018-05-22 3:43,141913
2018-05-22 4:43,141913
2018-05-22 5:43,141913
2018-05-22 6:43,141913
2018-05-22 7:43,141913
2018-05-22 8:43,141913
2018-05-22 9:43,141913
2018-05-22 10:43,141913
2018-05-22 11:43,141913
2018-05-22 12:43,141916
2018-05-22 13:43,141916
2018-05-22 14:43,141894
2018-05-22 15:43,141953
2018-05-22 16:43,141994
2018-05-22 17:43,142033
2018-05-22 18:43,142047
2018-05-22 19:43,142075
2018-05-22 20:43,142108
2018-05-22 21:43,142107
2018-05-22 22:43,142106
2018-05-22 23:43,142106
2018-05-23 0:43,142106
2018-05-23 1:43,142106
2018-05-23 2:43,142106
2018-05-23 3:43,142106
2018-05-23 4:43,142106
2018-05-23 5:43,142106
2018-05-23 6:43,142106
2018-05-23 7:43,142106
2018-05-23 8:43,142106
2018-05-23 9:43,142107
2018-05-23 10:43,142109
2018-05-23 11:43,142109
2018-05-23 12:43,142109
2018-05-23 13:43,142110
2018-05-23 14:43,142194
2018-05-23 15:43,142294
2018-05-23 16:43,142328
2018-05-23 17:43,142360
2018-05-23 18:43,142376
2018-05-23 19:43,142360
2018-05-23 20:43,142259
2018-05-23 21:43,142238
2018-05-23 22:43,142233
2018-05-23 23:43,142233
2018-05-24 0:43,142233
2018-05-24 1:43,142233
2018-05-24 2:43,142233
2018-05-24 3:43,142233
2018-05-24 4:43,142233
2018-05-24 6:43,142233
2018-05-24 7:43,142233
2018-05-24 8:43,142233
2018-05-24 9:43,142233
2018-05-24 10:43,142241
2018-05-24 11:43,142241
2018-05-24 12:43,142241
2018-05-24 13:43,142241
2018-05-24 20:12,142319
2018-05-24 20:43,142319
2018-05-24 21:43,142310
2018-05-24 22:43,142313
2018-05-24 23:43,142313
2018-05-25 0:43,142313
2018-05-25 1:43,142313
2018-05-25 2:43,142313
2018-05-25 3:43,142313
2018-05-25 4:43,142313
2018-05-25 5:43,142313
2018-05-25 6:43,142313
2018-05-25 7:43,142313
2018-05-25 8:43,142313
2018-05-25 9:43,142313
2018-05-25 10:43,142318
2018-05-25 11:43,142318
2018-05-25 12:43,142318
2018-05-25 13:43,142318
2018-05-25 14:43,142351
2018-05-25 15:43,142255
2018-05-25 16:43,142188
2018-05-25 17:43,142156
2018-05-25 18:43,142131
2018-05-25 19:43,142121
2018-05-25 20:43,142121
2018-05-25 21:43,142119
2018-05-25 22:43,142122
2018-05-25 23:43,142122
2018-05-26 0:43,142122
2018-05-26 1:43,142122
2018-05-26 2:43,142122
2018-05-26 3:43,142122
2018-05-26 4:43,142122
2018-05-26 5:43,142122
2018-05-26 6:43,142122
2018-05-26 7:43,142122
2018-05-26 8:43,142122
2018-05-26 9:43,142122
2018-05-26 10:43,142122
2018-05-26 11:43,142122
2018-05-26 12:43,142122
2018-05-26 13:43,142122
2018-05-26 14:43,142122
2018-05-26 15:43,142122
2018-05-26 16:43,142122
2018-05-26 17:43,142122
2018-05-26 18:43,142122
2018-05-26 19:43,142122
2018-05-26 20:43,142122
2018-05-26 21:43,142122
2018-05-26 22:43,142122
2018-05-26 23:43,142122
2018-05-27 0:43,142122
2018-05-27 1:43,142122
2018-05-27 2:43,142122
2018-05-27 3:43,142122
2018-05-27 4:43,142122
2018-05-27 5:43,142122
2018-05-27 6:43,142122
2018-05-27 7:43,142122
2018-05-27 8:43,142122
2018-05-27 9:43,142122
2018-05-27 10:43,142122
2018-05-27 11:43,142122
2018-05-27 12:43,142122
2018-05-27 13:43,142122
2018-05-27 14:43,142122
2018-05-27 15:43,142122
2018-05-27 16:43,142122
2018-05-27 17:43,142122
2018-05-27 18:43,142122
2018-05-27 19:43,142122
2018-05-27 20:43,142122
2018-05-27 21:43,142122
2018-05-27 22:43,142122
2018-05-27 23:43,142122
2018-05-28 0:43,142122
2018-05-28 1:43,142122
2018-05-28 2:43,142122
2018-05-28 3:43,142122
2018-05-28 4:43,142122
2018-05-28 5:43,142122
2018-05-28 6:43,142122
2018-05-28 7:43,142122
2018-05-28 8:43,142122
2018-05-28 9:43,142122
2018-05-28 10:43,142122
2018-05-28 11:43,142122
2018-05-28 12:43,142122
2018-05-28 13:43,142122
2018-05-28 14:43,142122
2018-05-28 15:43,142122
2018-05-28 16:43,142122
2018-05-28 17:43,142122
2018-05-28 18:43,142122
2018-05-28 19:43,142122
2018-05-28 20:43,142122
2018-05-28 21:43,142122
2018-05-28 22:43,142122
2018-05-28 23:43,142122
2018-05-29 0:43,142122
2018-05-29 1:43,142122
2018-05-29 2:43,142122
2018-05-29 3:43,142122
2018-05-29 4:43,142122
2018-05-29 5:43,142122
2018-05-29 6:43,142122
2018-05-29 7:43,142122
2018-05-29 8:43,142122
2018-05-29 9:43,142120
2018-05-29 10:43,142120
2018-05-29 11:43,142120
2018-05-29 12:43,142120
2018-05-30 19:53,142825
2018-05-30 20:43,142859
2018-05-30 21:43,142860
2018-05-30 22:43,142864
2018-05-30 23:43,142864
2018-05-31 0:43,142864
2018-05-31 1:43,142864
2018-05-31 2:43,142864
2018-05-31 3:43,142864
2018-05-31 4:43,142864
2018-05-31 5:43,142864
2018-05-31 6:43,142864
2018-05-31 7:43,142864
2018-05-31 8:43,142864
2018-05-31 9:43,142865
2018-05-31 10:43,142868
2018-05-31 11:43,142868
2018-05-31 12:43,142868
2018-05-31 13:43,142868
2018-05-31 14:43,142839
2018-05-31 15:43,142842
2018-05-31 16:43,142813
2018-05-31 17:43,142768
2018-05-31 18:43,142756
2018-05-31 19:43,142778
2018-05-31 20:43,142791
2018-05-31 21:43,142786
2018-05-31 22:43,142786
2018-05-31 23:43,142786
2018-06-01 0:43,142784
2018-06-01 1:43,142784
2018-06-01 2:43,142784
2018-06-01 3:43,142784
2018-06-01 4:43,142784
2018-06-01 5:43,142784
2018-06-01 6:43,142784
2018-06-01 7:43,142784
2018-06-01 8:43,142784
2018-06-01 9:43,142784
2018-06-01 10:43,142784
2018-06-01 11:43,142784
2018-06-01 12:43,142786
2018-06-01 13:43,142783
2018-06-01 14:43,142814
2018-06-01 15:43,142664
2018-06-01 16:43,142636
2018-06-01 17:43,142544
2018-06-01 18:43,142309
2018-06-01 19:43,142233
2018-06-01 20:43,142105
2018-06-01 21:43,142083
2018-06-01 22:43,142084
2018-06-01 23:43,142084
2018-06-02 0:43,142084
2018-06-02 1:43,142084
2018-06-02 2:43,142084
2018-06-02 3:43,142084
2018-06-02 4:43,142084
2018-06-02 5:43,142084
2018-06-02 6:43,142084
2018-06-02 7:43,142084
2018-06-02 8:43,142084
2018-06-02 9:43,142084
2018-06-02 10:43,142084
2018-06-02 11:43,142084
2018-06-02 12:43,142084
2018-06-02 13:43,142084
2018-06-02 14:43,142084
2018-06-02 15:43,142084
2018-06-02 16:43,142084
2018-06-02 17:43,142084
2018-06-02 18:43,142084
2018-06-02 19:43,142084
2018-06-02 20:43,142084
2018-06-02 21:43,142084
2018-06-02 22:43,142084
2018-06-02 23:43,142084
2018-06-03 0:43,142084
2018-06-03 1:43,142084
2018-06-03 2:43,142084
2018-06-03 3:43,142084
2018-06-03 4:43,142084
2018-06-03 5:43,142084
2018-06-03 6:43,142084
2018-06-03 19:45,142084
2018-06-03 20:43,142084
2018-06-03 21:43,142084
2018-06-03 22:43,142084
2018-06-03 23:43,142084
2018-06-04 0:43,142084
2018-06-04 1:43,142084
2018-06-04 2:43,142084
2018-06-04 3:43,142084
2018-06-04 4:43,142084
2018-06-04 5:43,142084
2018-06-04 6:43,142084
2018-06-04 7:43,142084
2018-06-04 8:43,142084
2018-06-04 9:43,142079
2018-06-04 10:43,142079
2018-06-04 11:43,142079
2018-06-04 12:43,142079
2018-06-04 13:43,142085
2018-06-04 14:43,142476
2018-06-04 15:43,142638
2018-06-04 16:43,142778
2018-06-04 17:43,142831
2018-06-04 18:43,142924
2018-06-04 19:43,142997
2018-06-04 20:43,143069
2018-06-04 21:43,143076
2018-06-04 22:43,143100
2018-06-04 23:43,143100
2018-06-05 0:43,143100
2018-06-05 1:43,143100
2018-06-05 2:43,143100
2018-06-05 3:43,143100
2018-06-05 4:43,143100
2018-06-05 5:43,143100
2018-06-05 6:43,143100
2018-06-05 7:43,143100
2018-06-05 8:43,143100
2018-06-05 9:43,143100
2018-06-05 10:43,143100
2018-06-05 11:43,143100
2018-06-05 12:43,143102
2018-06-05 13:43,143105
2018-06-05 14:43,143345
2018-06-05 15:43,143502
2018-06-05 16:43,143532
2018-06-05 17:43,143554
2018-06-05 18:43,143579
2018-06-05 19:43,143601
2018-06-05 20:43,143620
2018-06-05 21:43,143625
2018-06-05 22:43,143629
2018-06-05 23:43,143629
2018-06-06 0:43,143629
2018-06-06 1:43,143629
2018-06-06 2:43,143629
2018-06-06 3:43,143629
2018-06-06 4:43,143629
2018-06-06 5:43,143629
2018-06-06 6:43,143629
2018-06-06 7:43,143629
2018-06-06 8:43,143629
2018-06-06 9:43,143630
2018-06-06 10:43,143631
2018-06-06 11:43,143631
2018-06-06 12:43,143631
2018-06-06 13:43,143632
2018-06-06 14:43,143800
2018-06-06 15:43,143844
2018-06-06 16:43,143919
2018-06-06 17:43,143960
2018-06-06 18:43,143989
2018-06-06 19:43,143977
2018-06-06 20:43,143899
2018-06-06 21:43,143890
2018-06-06 22:43,143894
2018-06-06 23:43,143894
2018-06-07 0:43,143894
2018-06-07 1:43,143894
2018-06-07 2:43,143894
2018-06-07 3:43,143894
2018-06-07 4:43,143894
2018-06-07 5:43,143894
2018-06-07 6:43,143894
2018-06-07 7:43,143894
2018-06-07 8:43,143894
2018-06-07 9:43,143894
2018-06-07 10:43,143894
2018-06-07 11:43,143894
2018-06-07 12:43,143894
2018-06-07 13:43,143882
2018-06-07 14:43,143957
2018-06-07 15:43,143933
2018-06-07 16:43,143964
2018-06-07 17:43,143978
2018-06-07 18:43,143953
2018-06-07 19:43,143983
2018-06-07 20:43,143987
2018-06-07 21:43,143984
2018-06-07 22:43,143988
2018-06-07 23:43,143988
2018-06-08 0:43,143988
2018-06-08 1:43,143988
2018-06-08 2:43,143988
2018-06-08 3:43,143988
2018-06-08 4:43,143988
2018-06-08 5:43,143988
2018-06-08 6:43,143988
2018-06-08 7:43,143988
2018-06-08 8:43,143988
2018-06-08 9:43,143991
2018-06-08 10:43,143995
2018-06-08 11:43,143995
2018-06-08 12:43,143995
2018-06-08 13:43,143994
2018-06-08 14:43,144116
2018-06-08 15:43,144408
2018-06-08 16:43,144630
2018-06-08 17:43,144846
2018-06-08 18:43,144989
2018-06-08 19:43,145115
2018-06-08 20:43,145187
2018-06-08 21:43,145184
2018-06-08 22:43,145188
2018-06-08 23:43,145188
2018-06-09 0:43,145188
2018-06-09 1:43,145188
2018-06-09 2:43,145188
2018-06-09 3:43,145188
2018-06-09 4:43,145188
2018-06-09 5:43,145188
2018-06-09 6:43,145188
2018-06-09 7:43,145188
2018-06-09 8:43,145188
2018-06-09 9:43,145188
2018-06-09 10:43,145189
2018-06-09 11:43,145189
2018-06-09 12:43,145189
2018-06-09 13:43,145189
2018-06-09 14:43,145189
2018-06-09 15:43,145189
2018-06-09 16:43,145189
2018-06-09 17:43,145189
2018-06-09 18:43,145189
2018-06-09 19:43,145189
2018-06-09 20:43,145189
2018-06-09 21:43,145189
2018-06-09 22:43,145189
2018-06-09 23:43,145189
2018-06-10 0:43,145189
2018-06-10 1:43,145189
2018-06-10 2:43,145189
2018-06-10 3:43,145189
2018-06-10 4:43,145189
2018-06-10 5:43,145189
2018-06-10 6:43,145189
2018-06-10 7:43,145189
2018-06-10 8:43,145189
2018-06-10 9:43,145189
2018-06-10 10:43,145189
2018-06-10 11:43,145189
2018-06-10 12:43,145189
2018-06-10 13:43,145189
2018-06-10 14:43,145189
2018-06-10 15:43,145189
2018-06-10 16:43,145189
2018-06-10 17:43,145189
2018-06-10 18:43,145189
2018-06-10 19:43,145189
2018-06-10 20:43,145189
2018-06-10 21:43,145189
2018-06-10 22:43,145189
2018-06-10 23:43,145189
2018-06-11 0:43,145189
2018-06-11 1:43,145189
2018-06-11 2:43,145189
2018-06-11 3:43,145189
2018-06-11 4:43,145189
2018-06-11 6:43,145189
2018-06-11 7:43,145189
2018-06-11 8:43,145189
2018-06-11 9:43,145188
2018-06-11 10:43,145187
2018-06-11 11:43,145187
2018-06-11 12:43,145187
2018-06-11 13:43,145185
2018-06-11 14:43,145189
2018-06-11 15:43,145259
2018-06-11 16:43,145352
2018-06-11 17:43,145344
2018-06-11 18:43,145311
2018-06-11 19:43,145253
2018-06-11 20:43,145204
2018-06-11 21:43,145205
2018-06-11 22:43,145195
2018-06-11 23:43,145195
2018-06-12 0:43,145195
2018-06-12 1:43,145195
2018-06-12 2:43,145195
2018-06-12 3:43,145195
2018-06-12 4:43,145195
2018-06-12 5:43,145195
2018-06-12 6:43,145195
2018-06-12 7:43,145195
2018-06-12 8:43,145195
2018-06-12 9:43,145195
2018-06-12 10:43,145195
2018-06-12 11:43,145195
2018-06-12 12:43,145200
2018-06-12 13:43,145197
2018-06-12 14:43,145109
2018-06-12 15:43,145090
2018-06-12 16:43,145048
2018-06-12 17:43,145013
2018-06-12 18:43,144900
2018-06-12 19:43,144883
2018-06-12 20:43,144863
2018-06-12 21:43,144854
2018-06-12 22:43,144851
2018-06-12 23:43,144851
2018-06-13 0:43,144851
2018-06-13 1:43,144851
2018-06-13 2:43,144851
2018-06-13 3:43,144851
2018-06-13 4:43,144851
2018-06-13 5:43,144851
2018-06-13 6:43,144851
2018-06-13 7:43,144851
2018-06-13 8:43,144851
2018-06-13 9:43,144851
2018-06-13 10:43,144851
2018-06-13 11:43,144852
2018-06-13 12:43,144860
2018-06-13 13:43,144861
2018-06-13 14:43,144874
2018-06-13 15:43,144822
2018-06-13 16:43,144812
2018-06-13 17:43,144792
2018-06-13 18:43,144802
2018-06-13 19:43,144913
2018-06-13 20:43,145052
2018-06-13 21:43,145067
2018-06-13 22:43,145081
2018-06-13 23:43,145081
2018-06-14 0:43,145081
2018-06-14 1:43,145081
2018-06-14 2:43,145081
2018-06-14 3:43,145081
2018-06-14 4:43,145081
2018-06-14 5:43,145081
2018-06-14 6:43,145081
2018-06-14 7:43,145081
2018-06-14 8:43,145081
2018-06-14 9:43,145081
2018-06-14 10:43,145084
2018-06-14 11:43,145084
2018-06-14 12:43,145084
2018-06-14 13:43,145082
2018-06-14 14:43,145269
2018-06-14 15:43,145276
2018-06-14 16:43,145234
2018-06-14 17:43,145259
2018-06-14 18:43,145239
2018-06-14 19:43,145227
2018-06-14 20:43,145275
2018-06-14 21:43,145276
2018-06-14 22:43,145273
2018-06-14 23:43,145273
2018-06-15 0:43,145273
2018-06-15 1:43,145273
2018-06-15 2:43,145273
2018-06-15 3:43,145273
2018-06-15 4:43,145273
2018-06-15 5:43,145273
2018-06-15 6:43,145273
2018-06-15 7:43,145273
2018-06-15 8:43,145273
2018-06-15 9:43,145273
2018-06-15 10:43,145273
2018-06-15 11:43,145273
2018-06-15 12:43,145273
2018-06-15 13:43,145284
2018-06-15 14:43,145267
2018-06-15 15:43,145424
2018-06-15 16:43,145638
2018-06-15 17:43,145752
2018-06-15 18:43,145931
2018-06-15 19:43,146006
2018-06-15 20:43,146145
2018-06-15 21:43,146170
2018-06-15 22:43,146186
2018-06-15 23:43,146186
2018-06-16 0:43,146186
2018-06-16 1:43,146186
2018-06-16 2:43,146186
2018-06-16 3:43,146186
2018-06-16 4:43,146186
2018-06-16 5:43,146186
2018-06-16 6:43,146186
2018-06-16 7:43,146186
2018-06-16 8:43,146186
2018-06-16 9:43,146186
2018-06-16 10:43,146186
2018-06-16 11:43,146186
2018-06-16 12:43,146186
