timestamp,GOOG
2018-05-06 13:40,16985
2018-05-06 14:40,16985
2018-05-06 15:40,16985
2018-05-06 16:40,16985
2018-05-06 17:40,16985
2018-05-06 18:40,16985
2018-05-06 19:40,16985
2018-05-06 20:40,16985
2018-05-06 21:40,16985
2018-05-06 22:40,16985
2018-05-06 23:40,16985
2018-05-07 0:40,16985
2018-05-07 1:40,16985
2018-05-07 1:54,16985
2018-05-07 2:40,16985
2018-05-07 3:40,16985
2018-05-07 4:40,16985
2018-05-07 5:40,16985
2018-05-07 6:40,16985
2018-05-07 7:40,16985
2018-05-07 8:40,16985
2018-05-07 9:40,16985
2018-05-07 10:40,16985
2018-05-07 11:40,16985
2018-05-07 12:40,16985
2018-05-07 13:40,16983
2018-05-07 14:40,16954
2018-05-07 15:40,16925
2018-05-07 16:40,16917
2018-05-07 22:40,16852
2018-05-07 23:40,16852
2018-05-08 0:40,16852
2018-05-08 1:40,16852
2018-05-08 2:40,16852
2018-05-08 3:40,16852
2018-05-08 4:40,16852
2018-05-08 5:40,16852
2018-05-08 6:40,16852
2018-05-08 7:40,16852
2018-05-08 8:40,16852
2018-05-08 9:40,16852
2018-05-08 10:40,16856
2018-05-08 11:40,16856
2018-05-08 12:40,16856
2018-05-08 13:40,16856
2018-05-08 14:40,16835
2018-05-08 15:40,16839
2018-05-08 16:40,16852
2018-05-08 17:40,16848
2018-05-08 18:40,16859
2018-05-08 19:40,16852
2018-05-08 20:40,16844
2018-05-08 21:40,16847
2018-05-08 22:40,16846
2018-05-08 23:40,16846
2018-05-09 0:40,16846
2018-05-09 1:40,16846
2018-05-09 2:40,16846
2018-05-09 3:40,16846
2018-05-09 4:40,16846
2018-05-09 5:40,16846
2018-05-09 6:40,16846
2018-05-09 7:40,16846
2018-05-09 8:40,16846
2018-05-09 9:40,16847
2018-05-09 10:40,16846
2018-05-09 11:40,16846
2018-05-09 12:40,16846
2018-05-09 13:40,16846
2018-05-09 14:40,16857
2018-05-09 15:40,16830
2018-05-09 16:40,16810
2018-05-09 17:40,16785
2018-05-09 18:40,16758
2018-05-09 19:40,16735
2018-05-09 20:40,16699
2018-05-09 21:40,16694
2018-05-09 22:40,16687
2018-05-09 23:40,16687
2018-05-10 0:40,16687
2018-05-10 1:40,16687
2018-05-10 2:40,16687
2018-05-10 3:40,16687
2018-05-10 4:40,16687
2018-05-10 5:40,16687
2018-05-10 6:40,16687
2018-05-10 7:40,16687
2018-05-10 8:40,16688
2018-05-10 9:40,16688
2018-05-10 10:40,16688
2018-05-10 11:40,16688
2018-05-10 12:40,16688
2018-05-10 13:41,16688
2018-05-10 14:40,16683
2018-05-10 15:40,16694
2018-05-10 16:40,16674
2018-05-10 17:40,16679
2018-05-10 18:40,16685
2018-05-10 19:40,16680
2018-05-10 20:40,16669
2018-05-10 21:40,16672
2018-05-10 22:40,16674
2018-05-10 23:40,16674
2018-05-11 0:40,16674
2018-05-11 1:40,16674
2018-05-11 2:40,16674
2018-05-11 3:40,16674
2018-05-11 4:40,16674
2018-05-11 5:40,16674
2018-05-11 6:40,16674
2018-05-11 7:40,16674
2018-05-11 8:40,16674
2018-05-11 9:40,16678
2018-05-11 10:40,16680
2018-05-11 11:40,16680
2018-05-11 12:40,16680
2018-05-11 13:40,16680
2018-05-11 14:40,16664
2018-05-11 15:40,16694
2018-05-11 16:40,16690
2018-05-11 17:40,16687
2018-05-11 18:40,16675
2018-05-11 19:40,16667
2018-05-11 20:40,16664
2018-05-11 21:40,16665
2018-05-11 22:40,16664
2018-05-11 23:40,16664
2018-05-12 0:40,16664
2018-05-12 1:40,16664
2018-05-12 2:40,16664
2018-05-12 3:40,16664
2018-05-12 4:40,16664
2018-05-12 5:40,16664
2018-05-12 6:40,16664
2018-05-12 7:40,16664
2018-05-12 8:40,16664
2018-05-12 9:40,16664
2018-05-12 10:40,16664
2018-05-12 11:40,16664
2018-05-12 12:40,16664
2018-05-12 13:40,16664
2018-05-12 14:40,16664
2018-05-12 15:40,16664
2018-05-12 16:40,16664
2018-05-12 17:40,16664
2018-05-12 18:40,16664
2018-05-12 19:40,16664
2018-05-12 20:40,16664
2018-05-12 21:40,16664
2018-05-12 22:40,16664
2018-05-12 23:40,16664
2018-05-13 0:40,16664
2018-05-13 1:40,16664
2018-05-13 2:40,16664
2018-05-13 3:40,16664
2018-05-13 4:40,16664
2018-05-13 5:40,16664
2018-05-13 6:40,16664
2018-05-13 7:40,16664
2018-05-13 8:40,16664
2018-05-13 9:40,16664
2018-05-13 10:40,16664
2018-05-13 11:40,16664
2018-05-13 12:40,16664
2018-05-13 13:40,16664
2018-05-13 14:40,16664
2018-05-13 15:40,16664
2018-05-13 16:40,16664
2018-05-13 17:40,16664
2018-05-13 18:40,16664
2018-05-13 19:40,16664
2018-05-13 20:40,16664
2018-05-13 21:40,16664
2018-05-13 22:40,16664
2018-05-13 23:40,16664
2018-05-14 0:40,16664
2018-05-14 1:40,16664
2018-05-14 2:40,16664
2018-05-14 3:40,16664
2018-05-14 4:40,16664
2018-05-14 5:40,16664
2018-05-14 6:40,16664
2018-05-14 7:40,16664
2018-05-14 8:40,16664
2018-05-14 9:40,16664
2018-05-14 10:40,16664
2018-05-14 11:40,16664
2018-05-14 12:40,16664
2018-05-14 13:40,16662
2018-05-14 14:40,16672
2018-05-14 15:40,16671
2018-05-14 16:40,16667
2018-05-14 17:40,16665
2018-05-14 18:40,16665
2018-05-14 19:40,16663
2018-05-14 20:40,16650
2018-05-14 21:40,16647
2018-05-14 22:40,16651
2018-05-14 23:40,16651
2018-05-15 0:40,16651
2018-05-15 1:40,16651
2018-05-15 2:40,16651
2018-05-15 3:40,16651
2018-05-15 4:40,16651
2018-05-15 5:40,16651
2018-05-15 6:40,16651
2018-05-15 7:40,16651
2018-05-15 8:40,16651
2018-05-15 9:40,16651
2018-05-15 10:40,16649
2018-05-15 11:40,16649
2018-05-15 12:40,16649
2018-05-15 13:40,16649
2018-05-15 14:40,16564
2018-05-15 15:40,16596
2018-05-15 16:40,16609
2018-05-15 17:40,16625
2018-05-15 18:40,16629
2018-05-15 19:40,16643
2018-05-15 20:40,16657
2018-05-15 21:40,16662
2018-05-15 22:40,16664
2018-05-15 23:40,16664
2018-05-16 0:40,16664
2018-05-16 1:40,16664
2018-05-16 2:40,16664
2018-05-16 3:40,16664
2018-05-16 4:40,16664
2018-05-16 5:40,16664
2018-05-16 6:40,16664
2018-05-16 7:40,16664
2018-05-16 8:40,16664
2018-05-16 9:40,16664
2018-05-16 10:40,16664
2018-05-16 11:40,16664
2018-05-16 12:40,16664
2018-05-16 13:40,16664
2018-05-16 14:40,16694
2018-05-16 15:40,16713
2018-05-16 16:40,16701
2018-05-16 17:40,16693
2018-05-16 18:40,16697
2018-05-16 19:40,16696
2018-05-16 20:40,16697
2018-05-16 21:40,16696
2018-05-16 22:40,16697
2018-05-16 23:40,16697
2018-05-17 0:40,16697
2018-05-17 1:40,16697
2018-05-17 2:40,16697
2018-05-17 3:40,16697
2018-05-17 4:40,16697
2018-05-17 5:40,16697
2018-05-17 6:40,16697
2018-05-17 7:40,16697
2018-05-17 8:40,16697
2018-05-17 9:40,16697
2018-05-17 10:40,16699
2018-05-17 11:40,16699
2018-05-17 12:40,16699
2018-05-17 13:40,16699
2018-05-17 14:40,16706
2018-05-17 15:40,16720
2018-05-18 7:40,16727
2018-05-18 8:40,16727
2018-05-18 9:40,16727
2018-05-18 10:40,16728
2018-05-18 11:40,16728
2018-05-18 12:40,16728
2018-05-18 13:40,16729
2018-05-18 14:40,16780
2018-05-18 15:40,16803
2018-05-18 16:40,16832
2018-05-18 17:40,16843
2018-05-18 18:40,16852
2018-05-18 19:40,16851
2018-05-18 20:40,16861
2018-05-18 21:40,16869
2018-05-18 22:40,16869
2018-05-18 23:40,16869
2018-05-19 0:40,16869
2018-05-19 1:40,16869
2018-05-19 2:40,16869
2018-05-19 3:40,16869
2018-05-19 4:40,16869
2018-05-19 5:40,16869
2018-05-19 6:40,16869
2018-05-19 7:40,16869
2018-05-19 8:40,16869
2018-05-19 9:40,16869
2018-05-19 10:40,16871
2018-05-19 11:40,16871
2018-05-19 12:40,16871
2018-05-19 13:40,16871
2018-05-19 14:40,16871
2018-05-19 15:40,16871
2018-05-19 16:40,16871
2018-05-19 17:40,16871
2018-05-19 18:40,16871
2018-05-19 19:40,16871
2018-05-19 20:40,16871
2018-05-19 21:40,16871
2018-05-19 22:40,16871
2018-05-19 23:40,16871
2018-05-20 0:40,16871
2018-05-20 1:40,16871
2018-05-20 2:40,16871
2018-05-20 3:40,16871
2018-05-20 4:40,16871
2018-05-20 5:40,16871
2018-05-20 6:40,16871
2018-05-20 7:40,16871
2018-05-20 8:40,16871
2018-05-20 9:40,16871
2018-05-20 10:40,16871
2018-05-20 11:40,16871
2018-05-20 12:40,16871
2018-05-20 13:40,16871
2018-05-20 14:40,16871
2018-05-20 15:40,16871
2018-05-20 16:40,16871
2018-05-20 17:40,16871
2018-05-20 18:40,16871
2018-05-20 19:40,16871
2018-05-20 20:40,16871
2018-05-20 21:40,16871
2018-05-20 22:40,16871
2018-05-20 23:40,16871
2018-05-21 0:40,16871
2018-05-21 1:41,16871
2018-05-21 2:40,16871
2018-05-21 3:40,16871
2018-05-21 4:40,16871
2018-05-21 5:40,16871
2018-05-21 6:40,16871
2018-05-21 7:40,16871
2018-05-21 8:40,16871
2018-05-21 9:40,16871
2018-05-21 10:40,16871
2018-05-21 11:40,16871
2018-05-21 12:40,16871
2018-05-21 13:40,16871
2018-05-21 14:40,16855
2018-05-21 15:40,16826
2018-05-21 16:40,16831
2018-05-21 17:40,16830
2018-05-21 18:40,16823
2018-05-21 19:40,16831
2018-05-21 20:40,16845
2018-05-21 21:40,16847
2018-05-21 22:40,16845
2018-05-21 23:40,16845
2018-05-22 0:40,16845
2018-05-22 1:40,16845
2018-05-22 2:40,16845
2018-05-22 3:40,16845
2018-05-22 4:40,16845
2018-05-22 5:40,16845
2018-05-22 6:40,16845
2018-05-22 7:40,16845
2018-05-22 8:40,16845
2018-05-22 9:40,16845
2018-05-22 10:40,16845
2018-05-22 11:40,16845
2018-05-22 12:40,16846
2018-05-22 13:40,16846
2018-05-22 14:40,16836
2018-05-22 15:40,16847
2018-05-22 16:40,16860
2018-05-22 17:40,16867
2018-05-22 18:40,16871
2018-05-22 19:40,16874
2018-05-22 20:40,16895
2018-05-22 21:40,16898
2018-05-22 22:40,16897
2018-05-22 23:40,16897
2018-05-23 0:40,16897
2018-05-23 1:40,16897
2018-05-23 2:40,16897
2018-05-23 3:40,16897
2018-05-23 4:40,16897
2018-05-23 5:40,16897
2018-05-23 6:40,16897
2018-05-23 7:40,16897
2018-05-23 8:40,16897
2018-05-23 9:40,16897
2018-05-23 10:40,16902
2018-05-23 11:40,16902
2018-05-23 12:40,16902
2018-05-23 13:40,16902
2018-05-23 14:40,16912
2018-05-23 15:40,16941
2018-05-23 16:40,16944
2018-05-23 17:40,16946
2018-05-23 18:40,16936
2018-05-23 19:40,16924
2018-05-23 20:40,16911
2018-05-23 21:40,16905
2018-05-23 22:40,16906
2018-05-23 23:40,16906
2018-05-24 0:40,16906
2018-05-24 1:40,16906
2018-05-24 2:40,16906
2018-05-24 3:40,16906
2018-05-24 4:40,16906
2018-05-24 6:40,16906
2018-05-24 7:40,16906
2018-05-24 8:40,16906
2018-05-24 9:40,16906
2018-05-24 10:40,16908
2018-05-24 11:40,16908
2018-05-24 12:40,16908
2018-05-24 13:40,16908
2018-05-24 20:10,16875
2018-05-24 20:40,16875
2018-05-24 21:40,16875
2018-05-24 22:40,16874
2018-05-24 23:40,16874
2018-05-25 0:40,16874
2018-05-25 1:40,16874
2018-05-25 2:40,16874
2018-05-25 3:40,16874
2018-05-25 4:40,16874
2018-05-25 5:40,16874
2018-05-25 6:40,16874
2018-05-25 7:40,16874
2018-05-25 8:40,16874
2018-05-25 9:40,16874
2018-05-25 10:40,16877
2018-05-25 11:40,16877
2018-05-25 12:40,16877
2018-05-25 13:40,16877
2018-05-25 14:40,16871
2018-05-25 15:40,16869
2018-05-25 16:40,16870
2018-05-25 17:40,16884
2018-05-25 18:40,16887
2018-05-25 19:40,16881
2018-05-25 20:40,16894
2018-05-25 21:40,16898
2018-05-25 22:40,16901
2018-05-25 23:40,16901
2018-05-26 0:40,16901
2018-05-26 1:40,16901
2018-05-26 2:40,16901
2018-05-26 3:40,16901
2018-05-26 4:40,16901
2018-05-26 5:40,16901
2018-05-26 6:40,16901
2018-05-26 7:40,16901
2018-05-26 8:40,16901
2018-05-26 9:40,16901
2018-05-26 10:40,16901
2018-05-26 11:40,16901
2018-05-26 12:40,16901
2018-05-26 13:40,16901
2018-05-26 14:40,16901
2018-05-26 15:40,16901
2018-05-26 16:40,16901
2018-05-26 17:40,16901
2018-05-26 18:40,16901
2018-05-26 19:40,16901
2018-05-26 20:40,16901
2018-05-26 21:40,16901
2018-05-26 22:40,16901
2018-05-26 23:40,16901
2018-05-27 0:40,16901
2018-05-27 1:40,16901
2018-05-27 2:40,16901
2018-05-27 3:40,16901
2018-05-27 4:40,16901
2018-05-27 5:40,16901
2018-05-27 6:40,16901
2018-05-27 7:40,16901
2018-05-27 8:40,16901
2018-05-27 9:40,16901
2018-05-27 10:40,16901
2018-05-27 11:40,16901
2018-05-27 12:40,16901
2018-05-27 13:40,16901
2018-05-27 14:40,16901
2018-05-27 15:40,16901
2018-05-27 16:40,16901
2018-05-27 17:40,16901
2018-05-27 18:40,16901
2018-05-27 19:40,16901
2018-05-27 20:40,16901
2018-05-27 21:40,16901
2018-05-27 22:40,16901
2018-05-27 23:40,16901
2018-05-28 0:40,16901
2018-05-28 1:40,16901
2018-05-28 2:40,16901
2018-05-28 3:40,16901
2018-05-28 4:40,16901
2018-05-28 5:40,16901
2018-05-28 6:40,16901
2018-05-28 7:40,16901
2018-05-28 8:40,16901
2018-05-28 9:40,16901
2018-05-28 10:40,16901
2018-05-28 11:40,16901
2018-05-28 12:40,16901
2018-05-28 13:40,16901
2018-05-28 14:40,16901
2018-05-28 15:40,16901
2018-05-28 16:40,16901
2018-05-28 17:40,16901
2018-05-28 18:40,16901
2018-05-28 19:40,16901
2018-05-28 20:40,16901
2018-05-28 21:40,16901
2018-05-28 22:40,16901
2018-05-28 23:40,16901
2018-05-29 0:40,16901
2018-05-29 1:40,16901
2018-05-29 2:40,16901
2018-05-29 3:40,16901
2018-05-29 4:40,16901
2018-05-29 5:40,16901
2018-05-29 6:40,16901
2018-05-29 7:40,16901
2018-05-29 8:41,16901
2018-05-29 9:40,16901
2018-05-29 10:40,16901
2018-05-29 11:40,16901
2018-05-29 12:40,16901
2018-05-30 19:51,17077
2018-05-30 20:40,17058
2018-05-30 21:40,17056
2018-05-30 22:40,17056
2018-05-30 23:40,17056
2018-05-31 0:40,17056
2018-05-31 1:40,17056
2018-05-31 2:40,17056
2018-05-31 3:40,17056
2018-05-31 4:40,17056
2018-05-31 5:40,17056
2018-05-31 6:40,17056
2018-05-31 7:40,17056
2018-05-31 8:40,17056
2018-05-31 9:40,17056
2018-05-31 10:40,17055
2018-05-31 11:40,17055
2018-05-31 12:40,17055
2018-05-31 13:40,17051
2018-05-31 14:40,16962
2018-05-31 15:40,16855
2018-05-31 16:40,16778
2018-05-31 17:40,16750
2018-05-31 18:40,16726
2018-05-31 19:40,16703
2018-05-31 20:40,16680
2018-05-31 21:40,16668
2018-05-31 22:40,16668
2018-05-31 23:40,16668
2018-06-01 0:40,16668
2018-06-01 1:40,16668
2018-06-01 2:40,16668
2018-06-01 3:40,16668
2018-06-01 4:40,16668
2018-06-01 5:40,16668
2018-06-01 6:40,16668
2018-06-01 7:40,16668
2018-06-01 8:40,16668
2018-06-01 9:40,16668
2018-06-01 10:40,16668
2018-06-01 11:40,16668
2018-06-01 12:40,16667
2018-06-01 13:41,16665
2018-06-01 14:40,16623
2018-06-01 15:40,16573
2018-06-01 16:40,16521
2018-06-01 17:40,16467
2018-06-01 18:40,16425
2018-06-01 19:40,16384
2018-06-01 20:40,16345
2018-06-01 21:40,16340
2018-06-01 22:40,16338
2018-06-01 23:40,16338
2018-06-02 0:40,16338
2018-06-02 1:40,16338
2018-06-02 2:40,16338
2018-06-02 3:40,16338
2018-06-02 4:40,16338
2018-06-02 5:40,16338
2018-06-02 6:40,16338
2018-06-02 7:40,16338
2018-06-02 8:40,16338
2018-06-02 9:40,16338
2018-06-02 10:40,16338
2018-06-02 11:40,16338
2018-06-02 12:40,16338
2018-06-02 13:40,16338
2018-06-02 14:40,16338
2018-06-02 15:40,16338
2018-06-02 16:40,16338
2018-06-02 17:40,16338
2018-06-02 18:40,16338
2018-06-02 19:40,16338
2018-06-02 20:40,16338
2018-06-02 21:40,16338
2018-06-02 22:40,16338
2018-06-02 23:40,16338
2018-06-03 0:40,16338
2018-06-03 1:40,16338
2018-06-03 2:40,16338
2018-06-03 3:40,16338
2018-06-03 4:40,16338
2018-06-03 5:40,16338
2018-06-03 6:40,16338
2018-06-03 19:43,16338
2018-06-03 20:40,16338
2018-06-03 21:40,16338
2018-06-03 22:40,16338
2018-06-03 23:40,16338
2018-06-04 0:40,16338
2018-06-04 1:40,16338
2018-06-04 2:40,16338
2018-06-04 3:40,16338
2018-06-04 4:40,16338
2018-06-04 5:40,16338
2018-06-04 6:40,16338
2018-06-04 7:40,16338
2018-06-04 8:40,16338
2018-06-04 9:40,16338
2018-06-04 10:40,16338
2018-06-04 11:40,16338
2018-06-04 12:40,16338
2018-06-04 13:40,16336
2018-06-04 14:40,16346
2018-06-04 15:40,16327
2018-06-04 16:40,16319
2018-06-04 17:40,16321
2018-06-04 18:40,16314
2018-06-04 19:40,16307
2018-06-04 20:40,16291
2018-06-04 21:40,16293
2018-06-04 22:40,16293
2018-06-04 23:40,16293
2018-06-05 0:40,16293
2018-06-05 1:40,16293
2018-06-05 2:40,16293
2018-06-05 3:40,16293
2018-06-05 4:40,16293
2018-06-05 5:40,16293
2018-06-05 6:40,16293
2018-06-05 7:40,16293
2018-06-05 8:40,16293
2018-06-05 9:40,16293
2018-06-05 10:40,16293
2018-06-05 11:40,16293
2018-06-05 12:40,16294
2018-06-05 13:40,16295
2018-06-05 14:40,16312
2018-06-05 15:40,16328
2018-06-05 16:40,16332
2018-06-05 17:40,16335
2018-06-05 18:40,16337
2018-06-05 19:40,16335
2018-06-05 20:40,16329
2018-06-05 21:40,16330
2018-06-05 22:40,16330
2018-06-05 23:40,16330
2018-06-06 0:40,16330
2018-06-06 1:40,16330
2018-06-06 2:40,16330
2018-06-06 3:40,16330
2018-06-06 4:40,16330
2018-06-06 5:40,16330
2018-06-06 6:40,16330
2018-06-06 7:40,16330
2018-06-06 8:40,16330
2018-06-06 9:40,16330
2018-06-06 10:40,16330
2018-06-06 11:40,16330
2018-06-06 12:40,16330
2018-06-06 13:40,16330
2018-06-06 14:40,16328
2018-06-06 15:40,16318
2018-06-06 16:40,16334
2018-06-06 17:40,16331
2018-06-06 18:40,16336
2018-06-06 19:40,16335
2018-06-06 20:40,16337
2018-06-06 21:40,16334
2018-06-06 22:40,16330
2018-06-06 23:40,16330
2018-06-07 0:40,16330
2018-06-07 1:40,16330
2018-06-07 2:40,16330
2018-06-07 3:40,16330
2018-06-07 4:40,16330
2018-06-07 5:40,16330
2018-06-07 6:40,16330
2018-06-07 7:40,16330
2018-06-07 8:40,16330
2018-06-07 9:40,16330
2018-06-07 10:40,16330
2018-06-07 11:40,16330
2018-06-07 12:40,16330
2018-06-07 13:40,16327
2018-06-07 14:40,16320
2018-06-07 15:40,16283
2018-06-07 16:40,16296
2018-06-07 17:40,16303
2018-06-07 18:40,16303
2018-06-07 19:40,16311
2018-06-07 20:40,16313
2018-06-07 21:40,16316
2018-06-07 22:40,16314
2018-06-07 23:40,16314
2018-06-08 0:40,16314
2018-06-08 1:40,16314
2018-06-08 2:40,16314
2018-06-08 3:40,16314
2018-06-08 4:40,16314
2018-06-08 5:40,16314
2018-06-08 6:40,16314
2018-06-08 7:40,16314
2018-06-08 8:40,16314
2018-06-08 9:40,16314
2018-06-08 10:40,16315
2018-06-08 11:40,16315
2018-06-08 12:40,16315
2018-06-08 13:40,16316
2018-06-08 14:40,16324
2018-06-08 15:40,16350
2018-06-08 16:40,16355
2018-06-08 17:40,16362
2018-06-08 18:40,16372
2018-06-08 19:40,16383
2018-06-08 20:40,16380
2018-06-08 21:40,16377
2018-06-08 22:40,16380
2018-06-08 23:40,16380
2018-06-09 0:40,16380
2018-06-09 1:40,16380
2018-06-09 2:40,16380
2018-06-09 3:40,16380
2018-06-09 4:40,16380
2018-06-09 5:40,16380
2018-06-09 6:40,16380
2018-06-09 7:40,16380
2018-06-09 8:40,16380
2018-06-09 9:40,16380
2018-06-09 10:40,16381
2018-06-09 11:40,16381
2018-06-09 12:40,16381
2018-06-09 13:40,16381
2018-06-09 14:40,16381
2018-06-09 15:40,16381
2018-06-09 16:40,16381
2018-06-09 17:40,16381
2018-06-09 18:40,16381
2018-06-09 19:40,16381
2018-06-09 20:40,16381
2018-06-09 21:40,16381
2018-06-09 22:40,16381
2018-06-09 23:40,16381
2018-06-10 0:40,16381
2018-06-10 1:40,16381
2018-06-10 2:40,16381
2018-06-10 3:40,16381
2018-06-10 4:40,16381
2018-06-10 5:40,16381
2018-06-10 6:40,16381
2018-06-10 7:40,16381
2018-06-10 8:40,16381
2018-06-10 9:40,16381
2018-06-10 10:40,16381
2018-06-10 11:40,16381
2018-06-10 12:40,16381
2018-06-10 13:40,16381
2018-06-10 14:40,16381
2018-06-10 15:40,16381
2018-06-10 16:40,16381
2018-06-10 17:40,16381
2018-06-10 18:40,16381
2018-06-10 19:40,16381
2018-06-10 20:40,16381
2018-06-10 21:40,16381
2018-06-10 22:40,16381
2018-06-10 23:40,16381
2018-06-11 0:40,16381
2018-06-11 1:40,16381
2018-06-11 2:40,16381
2018-06-11 3:40,16381
2018-06-11 4:40,16381
2018-06-11 6:40,16381
2018-06-11 7:40,16381
2018-06-11 8:40,16381
2018-06-11 9:40,16381
2018-06-11 10:40,16381
2018-06-11 11:40,16381
2018-06-11 12:40,16381
2018-06-11 13:40,16381
2018-06-11 14:40,16379
2018-06-11 15:40,16388
2018-06-11 16:40,16361
2018-06-11 17:40,16327
2018-06-11 18:40,16313
2018-06-11 19:40,16309
2018-06-11 20:40,16302
2018-06-11 21:40,16303
2018-06-11 22:40,16301
2018-06-11 23:40,16301
2018-06-12 0:40,16301
2018-06-12 1:40,16301
2018-06-12 2:40,16301
2018-06-12 3:40,16301
2018-06-12 4:40,16301
2018-06-12 5:40,16301
2018-06-12 6:40,16301
2018-06-12 7:40,16301
2018-06-12 8:40,16301
2018-06-12 9:40,16301
2018-06-12 10:40,16301
2018-06-12 11:40,16301
2018-06-12 12:40,16305
2018-06-12 13:40,16306
2018-06-12 14:40,16307
2018-06-12 15:40,16294
2018-06-12 16:40,16285
2018-06-12 17:40,16281
2018-06-12 18:40,16272
2018-06-12 19:40,16275
2018-06-12 20:40,16261
2018-06-12 21:40,16259
2018-06-12 22:40,16258
2018-06-12 23:40,16258
2018-06-13 0:40,16258
2018-06-13 1:40,16258
2018-06-13 2:40,16258
2018-06-13 3:40,16258
2018-06-13 4:40,16258
2018-06-13 5:40,16258
2018-06-13 6:40,16258
2018-06-13 7:40,16258
2018-06-13 8:40,16258
2018-06-13 9:40,16258
2018-06-13 10:40,16258
2018-06-13 11:40,16258
2018-06-13 12:40,16258
2018-06-13 13:40,16257
2018-06-13 14:40,16238
2018-06-13 15:40,16219
2018-06-13 16:40,16202
2018-06-13 17:40,16198
2018-06-13 18:40,16182
2018-06-13 19:40,16179
2018-06-13 20:40,16176
2018-06-13 21:40,16182
2018-06-13 22:40,16183
2018-06-13 23:40,16183
2018-06-14 0:40,16183
2018-06-14 1:40,16183
2018-06-14 2:40,16183
2018-06-14 3:40,16183
2018-06-14 4:40,16183
2018-06-14 5:40,16183
2018-06-14 6:40,16183
2018-06-14 7:40,16183
2018-06-14 8:40,16183
2018-06-14 9:40,16183
2018-06-14 10:40,16182
2018-06-14 11:40,16182
2018-06-14 12:40,16182
2018-06-14 13:40,16183
2018-06-14 14:40,16170
2018-06-14 15:40,16159
2018-06-14 16:40,16119
2018-06-14 17:40,16109
2018-06-14 18:40,16106
2018-06-14 19:40,16096
2018-06-14 20:40,16102
2018-06-14 21:40,16103
2018-06-14 22:40,16102
2018-06-14 23:40,16102
2018-06-15 0:40,16102
2018-06-15 1:40,16102
2018-06-15 2:40,16102
2018-06-15 3:40,16102
2018-06-15 4:40,16102
2018-06-15 5:40,16102
2018-06-15 6:40,16102
2018-06-15 7:40,16102
2018-06-15 8:40,16102
2018-06-15 9:40,16102
2018-06-15 10:40,16102
2018-06-15 11:40,16102
2018-06-15 12:40,16102
2018-06-15 13:40,16103
2018-06-15 14:40,16111
2018-06-15 15:40,16109
2018-06-15 16:40,16105
2018-06-15 17:40,16103
2018-06-15 18:40,16111
2018-06-15 19:40,16116
2018-06-15 20:40,16108
2018-06-15 21:40,16106
2018-06-15 22:40,16108
2018-06-15 23:40,16108
2018-06-16 0:40,16108
2018-06-16 1:40,16108
2018-06-16 2:40,16108
2018-06-16 3:40,16108
2018-06-16 4:40,16108
2018-06-16 5:40,16108
2018-06-16 6:40,16108
2018-06-16 7:40,16108
2018-06-16 8:40,16108
2018-06-16 9:40,16108
2018-06-16 10:40,16108
2018-06-16 11:40,16108
2018-06-16 12:40,16108
