timestamp,AMD
2018-05-02 4:54,128212
2018-05-02 6:39,128212
2018-05-03 0:36,128323
2018-05-03 6:34,128323
2018-05-03 6:49,128323
2018-05-03 7:08,128323
2018-05-03 7:35,128323
2018-05-03 7:44,128323
2018-05-03 11:20,128324
2018-05-03 12:43,128324
2018-05-03 13:43,128324
2018-05-03 14:43,128200
2018-05-03 15:43,128127
2018-05-03 16:43,128104
2018-05-03 17:43,128019
2018-05-03 18:43,127981
2018-05-03 19:43,127903
2018-05-03 20:43,127845
2018-05-03 21:43,127848
2018-05-03 22:43,127847
2018-05-03 23:43,127847
2018-05-04 0:43,127847
2018-05-04 1:43,127847
2018-05-04 2:43,127847
2018-05-04 3:43,127847
2018-05-04 4:43,127847
2018-05-04 5:43,127847
2018-05-04 6:43,127847
2018-05-04 7:43,127847
2018-05-04 8:43,127847
2018-05-04 9:43,127848
2018-05-04 10:43,127848
2018-05-04 11:43,127848
2018-05-04 12:43,127848
2018-05-04 20:48,125933
2018-05-04 20:54,125933
2018-05-04 21:00,125933
2018-05-04 21:06,125909
2018-05-04 21:12,125909
2018-05-04 21:18,125909
2018-05-04 21:24,125909
2018-05-04 21:30,125909
2018-05-04 21:43,125909
2018-05-04 22:43,125902
2018-05-04 23:43,125902
2018-05-05 0:43,125902
2018-05-05 1:43,125902
2018-05-05 2:43,125902
2018-05-05 3:43,125902
2018-05-05 4:43,125902
2018-05-05 5:43,125902
2018-05-05 6:43,125902
2018-05-05 7:43,125902
2018-05-05 8:43,125902
2018-05-05 9:43,125902
2018-05-05 10:43,125902
2018-05-05 11:43,125902
2018-05-05 12:43,125902
2018-05-05 13:43,125902
2018-05-05 14:43,125902
2018-05-05 15:43,125902
2018-05-05 16:43,125903
2018-05-05 17:43,125903
2018-05-05 18:43,125903
2018-05-05 19:43,125903
2018-05-05 20:43,125903
2018-05-05 21:43,125903
2018-05-05 22:43,125903
2018-05-05 23:43,125903
2018-05-06 0:43,125903
2018-05-06 1:43,125903
2018-05-06 2:43,125903
2018-05-06 3:43,125903
2018-05-06 4:43,125903
2018-05-06 5:43,125903
2018-05-06 6:43,125903
2018-05-06 7:43,125903
2018-05-06 8:43,125903
2018-05-06 9:43,125903
2018-05-06 10:43,125903
2018-05-06 11:43,125903
2018-05-06 12:43,125903
2018-05-06 13:43,125903
2018-05-06 14:43,125903
2018-05-06 15:43,125903
2018-05-06 16:43,125903
2018-05-06 17:43,125903
2018-05-06 18:43,125903
2018-05-06 19:43,125903
2018-05-06 20:43,125903
2018-05-06 21:43,125903
2018-05-06 22:43,125903
2018-05-06 23:43,125903
2018-05-07 0:43,125903
2018-05-07 1:43,125903
2018-05-07 1:57,125903
2018-05-07 2:43,125903
2018-05-07 3:43,125903
2018-05-07 4:43,125903
2018-05-07 5:43,125903
2018-05-07 6:43,125903
2018-05-07 7:43,125903
2018-05-07 8:43,125903
2018-05-07 9:43,125882
2018-05-07 10:43,125882
2018-05-07 11:43,125882
2018-05-07 12:43,125882
2018-05-07 13:44,125878
2018-05-07 14:43,125665
2018-05-07 15:43,125532
2018-05-07 16:43,125377
2018-05-07 22:43,124479
2018-05-07 23:43,124479
2018-05-08 0:43,124479
2018-05-08 1:43,124479
2018-05-08 2:43,124479
2018-05-08 3:43,124479
2018-05-08 4:43,124479
2018-05-08 5:43,124479
2018-05-08 6:43,124479
2018-05-08 7:43,124479
2018-05-08 8:43,124479
2018-05-08 9:43,124481
2018-05-08 10:43,124482
2018-05-08 11:43,124482
2018-05-08 12:43,124482
2018-05-08 13:43,124482
2018-05-08 14:43,124199
2018-05-08 15:43,124068
2018-05-08 16:43,123938
2018-05-08 17:43,123855
2018-05-08 18:43,123787
2018-05-08 19:43,123696
2018-05-08 20:43,123561
2018-05-08 21:43,123554
2018-05-08 22:43,123552
2018-05-08 23:43,123551
2018-05-09 0:43,123551
2018-05-09 1:43,123551
2018-05-09 2:43,123551
2018-05-09 3:43,123551
2018-05-09 4:43,123551
2018-05-09 5:43,123551
2018-05-09 6:43,123551
2018-05-09 7:43,123551
2018-05-09 8:43,123551
2018-05-09 9:43,123553
2018-05-09 10:43,123552
2018-05-09 11:43,123552
2018-05-09 12:43,123552
2018-05-09 13:43,123552
2018-05-09 14:43,123361
2018-05-09 15:43,123184
2018-05-09 16:43,123080
2018-05-09 17:43,122963
2018-05-09 18:43,122877
2018-05-09 19:43,122750
2018-05-09 20:43,122645
2018-05-09 21:43,122634
2018-05-09 22:43,122632
2018-05-09 23:43,122632
2018-05-10 0:43,122632
2018-05-10 1:43,122632
2018-05-10 2:43,122632
2018-05-10 3:43,122632
2018-05-10 4:43,122632
2018-05-10 5:43,122632
2018-05-10 6:43,122632
2018-05-10 7:43,122632
2018-05-10 8:43,122636
2018-05-10 9:43,122636
2018-05-10 10:43,122636
2018-05-10 11:43,122636
2018-05-10 12:43,122636
2018-05-10 13:44,122635
2018-05-10 14:43,122603
2018-05-10 15:43,122613
2018-05-10 16:43,122518
2018-05-10 17:43,122436
2018-05-10 18:43,122352
2018-05-10 19:43,122278
2018-05-10 20:43,122273
2018-05-10 21:43,122280
2018-05-10 22:43,122279
2018-05-10 23:43,122279
2018-05-11 0:43,122279
2018-05-11 1:43,122279
2018-05-11 2:43,122279
2018-05-11 3:43,122279
2018-05-11 4:43,122279
2018-05-11 5:43,122279
2018-05-11 6:43,122279
2018-05-11 7:43,122279
2018-05-11 8:43,122279
2018-05-11 9:43,122284
2018-05-11 10:43,122285
2018-05-11 11:43,122285
2018-05-11 12:43,122285
2018-05-11 13:43,122285
2018-05-11 14:43,122015
2018-05-11 15:43,122083
2018-05-11 16:43,122033
2018-05-11 17:43,122042
2018-05-11 18:43,122029
2018-05-11 19:43,122015
2018-05-11 20:43,122010
2018-05-11 21:43,122005
2018-05-11 22:43,122007
2018-05-11 23:43,122007
2018-05-12 0:43,122007
2018-05-12 1:43,122007
2018-05-12 2:43,122007
2018-05-12 3:43,122007
2018-05-12 4:43,122007
2018-05-12 5:43,122007
2018-05-12 6:43,122007
2018-05-12 7:43,122007
2018-05-12 8:43,122007
2018-05-12 9:43,122007
2018-05-12 10:43,122007
2018-05-12 11:43,122007
2018-05-12 12:43,122007
2018-05-12 13:43,122007
2018-05-12 14:43,122007
2018-05-12 15:43,122007
2018-05-12 16:43,122007
2018-05-12 17:43,122007
2018-05-12 18:43,122007
2018-05-12 19:43,122007
2018-05-12 20:43,122007
2018-05-12 21:43,122007
2018-05-12 22:43,122007
2018-05-12 23:43,122007
2018-05-13 0:43,122007
2018-05-13 1:43,122007
2018-05-13 2:43,122007
2018-05-13 3:43,122007
2018-05-13 4:43,122007
2018-05-13 5:43,122007
2018-05-13 6:43,122007
2018-05-13 7:43,122007
2018-05-13 8:43,122007
2018-05-13 9:43,122007
2018-05-13 10:43,122007
2018-05-13 11:43,122007
2018-05-13 12:43,122007
2018-05-13 13:43,122007
2018-05-13 14:43,122007
2018-05-13 15:43,122007
2018-05-13 16:43,122007
2018-05-13 17:43,122007
2018-05-13 18:43,122007
2018-05-13 19:43,122007
2018-05-13 20:43,122007
2018-05-13 21:43,122007
2018-05-13 22:43,122007
2018-05-13 23:43,122007
2018-05-14 0:43,122007
2018-05-14 1:43,122007
2018-05-14 2:43,122007
2018-05-14 3:43,122007
2018-05-14 4:43,122007
2018-05-14 5:43,122007
2018-05-14 6:43,122007
2018-05-14 7:43,122007
2018-05-14 8:43,122007
2018-05-14 9:43,121970
2018-05-14 10:43,121970
2018-05-14 11:43,121970
2018-05-14 12:43,121970
2018-05-14 13:43,121960
2018-05-14 14:43,121587
2018-05-14 15:43,121438
2018-05-14 16:43,121345
2018-05-14 17:43,121189
2018-05-14 18:43,121196
2018-05-14 19:43,121167
2018-05-14 20:43,121198
2018-05-14 21:43,121196
2018-05-14 22:43,121203
2018-05-14 23:43,121203
2018-05-15 0:43,121203
2018-05-15 1:43,121203
2018-05-15 2:43,121203
2018-05-15 3:43,121203
2018-05-15 4:43,121203
2018-05-15 5:43,121203
2018-05-15 6:43,121203
2018-05-15 7:43,121203
2018-05-15 8:43,121203
2018-05-15 9:43,121203
2018-05-15 10:43,121203
2018-05-15 11:43,121203
2018-05-15 12:43,121203
2018-05-15 13:43,121203
2018-05-15 14:43,121109
2018-05-15 15:43,121033
2018-05-15 16:43,120923
2018-05-15 17:43,120856
2018-05-15 18:43,120807
2018-05-15 19:43,120730
2018-05-15 20:43,120598
2018-05-15 21:43,120585
2018-05-15 22:43,120583
2018-05-15 23:43,120583
2018-05-16 0:43,120583
2018-05-16 1:43,120583
2018-05-16 2:43,120583
2018-05-16 3:43,120583
2018-05-16 4:43,120583
2018-05-16 5:43,120583
2018-05-16 6:43,120583
2018-05-16 7:43,120583
2018-05-16 8:43,120583
2018-05-16 9:43,120583
2018-05-16 10:43,120585
2018-05-16 11:43,120585
2018-05-16 12:43,120585
2018-05-16 13:43,120560
2018-05-16 14:43,120230
2018-05-16 15:43,120106
2018-05-16 16:43,120018
2018-05-16 17:43,120016
2018-05-16 18:43,119903
2018-05-16 19:43,119772
2018-05-16 20:43,119669
2018-05-16 21:43,119659
2018-05-16 22:43,119658
2018-05-16 23:43,119658
2018-05-17 0:43,119658
2018-05-17 1:43,119658
2018-05-17 2:43,119658
2018-05-17 3:43,119658
2018-05-17 4:43,119658
2018-05-17 5:43,119658
2018-05-17 6:43,119658
2018-05-17 7:43,119658
2018-05-17 8:43,119658
2018-05-17 9:43,119659
2018-05-17 10:43,119660
2018-05-17 11:43,119660
2018-05-17 12:43,119660
2018-05-17 13:43,119660
2018-05-17 14:43,119524
2018-05-17 15:43,119482
2018-05-18 7:43,118953
2018-05-18 8:43,118953
2018-05-18 9:43,118953
2018-05-18 10:43,118951
2018-05-18 11:43,118951
2018-05-18 12:43,118951
2018-05-18 13:43,118949
2018-05-18 14:43,118737
2018-05-18 15:43,118792
2018-05-18 16:43,118812
2018-05-18 17:43,118837
2018-05-18 18:43,118809
2018-05-18 19:43,118751
2018-05-18 20:43,118668
2018-05-18 21:43,118677
2018-05-18 22:43,118682
2018-05-18 23:43,118682
2018-05-19 0:43,118682
2018-05-19 1:43,118682
2018-05-19 2:43,118682
2018-05-19 3:43,118682
2018-05-19 4:43,118682
2018-05-19 5:43,118682
2018-05-19 6:43,118682
2018-05-19 7:43,118682
2018-05-19 8:43,118682
2018-05-19 9:43,118682
2018-05-19 10:43,118681
2018-05-19 11:43,118681
2018-05-19 12:43,118681
2018-05-19 13:43,118681
2018-05-19 14:43,118681
2018-05-19 15:43,118681
2018-05-19 16:43,118681
2018-05-19 17:43,118681
2018-05-19 18:43,118681
2018-05-19 19:43,118681
2018-05-19 20:43,118681
2018-05-19 21:43,118681
2018-05-19 22:43,118681
2018-05-19 23:43,118681
2018-05-20 0:43,118681
2018-05-20 1:43,118681
2018-05-20 2:43,118681
