timestamp,FB
2018-05-08 7:43,104020
2018-05-08 8:43,104020
2018-05-08 9:43,104023
2018-05-08 10:43,104022
2018-05-08 11:43,104022
2018-05-08 12:43,104022
2018-05-08 13:43,104022
2018-05-08 14:43,104124
2018-05-08 15:43,104217
2018-05-08 16:43,104239
2018-05-08 17:43,104249
2018-05-08 18:43,104237
2018-05-08 19:43,104192
2018-05-08 20:43,104176
2018-05-08 21:43,104177
2018-05-08 22:43,104177
2018-05-08 23:43,104177
2018-05-09 0:43,104177
2018-05-09 1:43,104177
2018-05-09 2:43,104177
2018-05-09 3:43,104177
2018-05-09 4:43,104177
2018-05-09 5:43,104177
2018-05-09 6:43,104177
2018-05-09 7:43,104177
2018-05-09 8:43,104177
2018-05-09 9:43,104177
2018-05-09 10:43,104176
2018-05-09 11:43,104176
2018-05-09 12:43,104176
2018-05-09 13:43,104176
2018-05-09 14:43,104089
2018-05-09 15:43,104002
2018-05-09 16:43,103962
2018-05-09 17:43,103935
2018-05-09 18:43,103892
2018-05-09 19:43,103857
2018-05-09 20:43,103745
2018-05-09 21:43,103739
2018-05-09 22:43,103733
2018-05-09 23:43,103733
2018-05-10 0:43,103733
2018-05-10 1:43,103733
2018-05-10 2:43,103733
2018-05-10 3:43,103733
2018-05-10 4:43,103733
2018-05-10 5:43,103733
2018-05-10 6:43,103733
2018-05-10 7:43,103733
2018-05-10 8:43,103733
2018-05-10 9:43,103733
2018-05-10 10:43,103733
2018-05-10 11:43,103733
2018-05-10 12:43,103733
2018-05-10 13:43,103733
2018-05-10 14:43,103810
2018-05-10 15:43,103817
2018-05-10 16:43,103650
2018-05-10 17:43,103669
2018-05-10 18:43,103603
2018-05-10 19:43,103561
2018-05-10 20:43,103508
2018-05-10 21:43,103486
2018-05-10 22:43,103483
2018-05-10 23:43,103483
2018-05-11 0:43,103484
2018-05-11 1:43,103484
2018-05-11 2:43,103484
2018-05-11 3:43,103484
2018-05-11 4:43,103484
2018-05-11 5:43,103484
2018-05-11 6:43,103484
2018-05-11 7:43,103484
2018-05-11 8:43,103484
2018-05-11 9:43,103489
2018-05-11 10:43,103490
2018-05-11 11:43,103490
2018-05-11 12:43,103490
2018-05-11 13:43,103490
2018-05-11 14:43,103409
2018-05-11 15:43,103463
2018-05-11 16:43,103431
2018-05-11 17:43,103409
2018-05-11 18:43,103422
2018-05-11 19:43,103398
2018-05-11 20:43,103352
2018-05-11 21:43,103353
2018-05-11 22:43,103357
2018-05-11 23:43,103357
2018-05-12 0:43,103357
2018-05-12 1:43,103357
2018-05-12 2:43,103358
2018-05-12 3:43,103358
2018-05-12 4:43,103358
2018-05-12 5:43,103358
2018-05-12 6:43,103358
2018-05-12 7:43,103358
2018-05-12 8:43,103358
2018-05-12 9:43,103358
2018-05-12 10:43,103363
2018-05-12 11:43,103363
2018-05-12 12:43,103363
2018-05-12 13:43,103363
2018-05-12 14:43,103363
2018-05-12 15:43,103363
2018-05-12 16:43,103363
2018-05-12 17:43,103363
2018-05-12 18:43,103363
2018-05-12 19:43,103363
2018-05-12 20:43,103363
2018-05-12 21:43,103363
2018-05-12 22:43,103363
2018-05-12 23:43,103363
2018-05-13 0:43,103363
2018-05-13 1:43,103363
2018-05-13 2:43,103363
2018-05-13 3:43,103363
2018-05-13 4:43,103363
2018-05-13 5:43,103363
2018-05-13 6:43,103363
2018-05-13 7:43,103363
2018-05-13 8:43,103363
2018-05-13 9:43,103363
2018-05-13 10:43,103363
2018-05-13 11:43,103363
2018-05-13 12:43,103363
2018-05-13 13:43,103363
2018-05-13 14:43,103363
2018-05-13 15:43,103363
2018-05-13 16:43,103363
2018-05-13 17:43,103363
2018-05-13 18:43,103363
2018-05-13 19:43,103363
2018-05-13 20:43,103363
2018-05-13 21:43,103363
2018-05-13 22:43,103363
2018-05-13 23:43,103363
2018-05-14 0:43,103363
2018-05-14 1:43,103363
2018-05-14 2:43,103363
2018-05-14 3:43,103363
2018-05-14 4:43,103363
2018-05-14 5:43,103363
2018-05-14 6:43,103363
2018-05-14 7:43,103363
2018-05-14 8:43,103363
2018-05-14 9:43,103357
2018-05-14 10:43,103357
2018-05-14 11:43,103357
2018-05-14 12:43,103357
2018-05-14 13:43,103357
2018-05-14 14:43,103478
2018-05-14 15:43,103539
2018-05-14 16:43,103489
2018-05-14 17:43,103445
2018-05-14 18:43,103535
2018-05-14 19:43,103553
2018-05-14 20:43,103553
2018-05-14 21:43,103554
2018-05-14 22:43,103567
2018-05-14 23:43,103567
2018-05-15 0:43,103567
2018-05-15 1:43,103567
2018-05-15 2:43,103567
2018-05-15 3:43,103567
2018-05-15 4:43,103567
2018-05-15 5:43,103567
2018-05-15 6:43,103567
2018-05-15 7:43,103567
2018-05-15 8:43,103567
2018-05-15 9:43,103567
2018-05-15 10:43,103566
2018-05-15 11:43,103566
2018-05-15 12:43,103566
2018-05-15 13:43,103566
2018-05-15 14:43,103472
2018-05-15 15:43,103592
2018-05-15 16:43,103626
2018-05-15 17:43,103695
2018-05-15 18:43,103735
2018-05-15 19:43,103777
2018-05-15 20:43,103829
2018-05-15 21:43,103837
2018-05-15 22:43,103839
2018-05-15 23:43,103839
2018-05-16 0:43,103839
2018-05-16 1:43,103839
2018-05-16 2:43,103839
2018-05-16 3:43,103839
2018-05-16 4:43,103839
2018-05-16 5:43,103839
2018-05-16 6:43,103839
2018-05-16 7:43,103839
2018-05-16 8:43,103839
2018-05-16 9:43,103840
2018-05-16 10:43,103847
2018-05-16 11:43,103847
2018-05-16 12:43,103847
2018-05-16 13:43,103847
2018-05-16 14:43,103866
2018-05-16 15:43,103942
2018-05-16 16:43,103949
2018-05-16 17:43,103961
2018-05-16 18:43,104000
2018-05-16 19:43,104057
2018-05-16 20:43,104130
2018-05-16 21:43,104143
2018-05-16 22:43,104154
2018-05-16 23:43,104154
2018-05-17 0:43,104154
2018-05-17 1:43,104154
2018-05-17 2:43,104154
2018-05-17 3:43,104154
2018-05-17 4:43,104154
2018-05-17 5:43,104154
2018-05-17 6:43,104154
2018-05-17 7:43,104154
2018-05-17 8:43,104154
2018-05-17 9:43,104154
2018-05-17 10:43,104159
2018-05-17 11:43,104159
2018-05-17 12:43,104159
2018-05-17 13:43,104159
2018-05-17 14:43,104281
2018-05-17 15:43,104370
2018-05-18 7:43,104365
2018-05-18 8:43,104365
2018-05-18 9:43,104365
2018-05-18 10:43,104377
2018-05-18 11:43,104377
2018-05-18 12:43,104377
2018-05-18 13:43,104377
2018-05-18 14:43,104398
2018-05-18 15:43,104390
2018-05-18 16:43,104349
2018-05-18 17:43,104333
2018-05-18 18:43,104326
2018-05-18 19:43,104326
2018-05-18 20:43,104330
2018-05-18 21:43,104332
2018-05-18 22:43,104334
2018-05-18 23:43,104334
2018-05-19 0:43,104334
2018-05-19 1:43,104334
2018-05-19 2:43,104334
2018-05-19 3:43,104334
2018-05-19 4:43,104334
2018-05-19 5:43,104334
2018-05-19 6:43,104334
2018-05-19 7:43,104334
2018-05-19 8:43,104334
2018-05-19 9:43,104334
2018-05-19 10:43,104338
2018-05-19 11:43,104338
2018-05-19 12:43,104338
2018-05-19 13:43,104338
2018-05-19 14:43,104338
2018-05-19 15:43,104338
2018-05-19 16:43,104338
2018-05-19 17:43,104338
2018-05-19 18:43,104338
2018-05-19 19:43,104338
2018-05-19 20:43,104338
2018-05-19 21:43,104338
2018-05-19 22:43,104338
2018-05-19 23:43,104338
2018-05-20 0:43,104338
2018-05-20 1:43,104338
2018-05-20 2:43,104338
2018-05-20 3:43,104338
2018-05-20 4:43,104338
2018-05-20 5:43,104338
2018-05-20 6:43,104338
2018-05-20 7:43,104338
2018-05-20 8:43,104338
2018-05-20 9:43,104338
2018-05-20 10:43,104338
2018-05-20 11:43,104338
2018-05-20 12:43,104338
2018-05-20 13:43,104338
2018-05-20 14:43,104338
2018-05-20 15:43,104338
2018-05-20 16:43,104338
2018-05-20 17:43,104338
2018-05-20 18:43,104338
2018-05-20 19:43,104338
2018-05-20 20:43,104338
2018-05-20 21:43,104338
2018-05-20 22:43,104338
2018-05-20 23:43,104338
2018-05-21 0:43,104338
2018-05-21 1:43,104338
2018-05-21 2:43,104338
2018-05-21 3:43,104338
2018-05-21 4:43,104338
2018-05-21 5:43,104338
2018-05-21 6:43,104338
2018-05-21 7:43,104338
2018-05-21 8:43,104338
2018-05-21 9:43,104339
2018-05-21 10:43,104341
2018-05-21 11:43,104341
2018-05-21 12:43,104341
2018-05-21 13:43,104337
2018-05-21 14:43,104348
2018-05-21 15:43,104327
2018-05-21 16:43,104320
2018-05-21 17:43,104313
2018-05-21 18:43,104279
2018-05-21 19:43,104263
2018-05-21 20:43,104265
2018-05-21 21:43,104263
2018-05-21 22:43,104273
2018-05-21 23:43,104273
2018-05-22 0:43,104273
2018-05-22 1:43,104273
2018-05-22 2:43,104273
2018-05-22 3:43,104273
2018-05-22 4:43,104273
2018-05-22 5:43,104273
2018-05-22 6:43,104273
2018-05-22 7:43,104273
2018-05-22 8:43,104273
2018-05-22 9:43,104273
2018-05-22 10:43,104273
2018-05-22 11:43,104273
2018-05-22 12:43,104275
2018-05-22 13:43,104275
2018-05-22 14:43,104249
2018-05-22 15:43,104206
2018-05-22 16:43,104221
2018-05-22 17:43,104253
2018-05-22 18:43,104290
2018-05-22 19:43,104287
2018-05-22 20:43,104286
2018-05-22 21:43,104287
2018-05-22 22:43,104291
2018-05-22 23:43,104291
2018-05-23 0:43,104291
2018-05-23 1:43,104291
2018-05-23 2:43,104291
2018-05-23 3:43,104291
2018-05-23 4:43,104291
2018-05-23 5:43,104291
2018-05-23 6:43,104291
2018-05-23 7:43,104291
2018-05-23 8:43,104291
2018-05-23 9:43,104291
2018-05-23 10:43,104293
2018-05-23 11:43,104293
2018-05-23 12:43,104293
2018-05-23 13:43,104294
2018-05-23 14:43,104321
2018-05-23 15:43,104287
2018-05-23 16:43,104257
2018-05-23 17:43,104171
2018-05-23 18:43,104138
2018-05-23 19:43,104035
2018-05-23 20:43,103915
2018-05-23 21:43,103890
2018-05-23 22:43,103881
2018-05-23 23:43,103881
2018-05-24 0:43,103881
2018-05-24 1:43,103881
2018-05-24 2:43,103881
2018-05-24 3:43,103881
2018-05-24 4:43,103881
2018-05-24 6:43,103881
2018-05-24 7:43,103881
2018-05-24 8:43,103881
2018-05-24 9:43,103881
2018-05-24 10:43,103887
2018-05-24 11:43,103887
2018-05-24 12:43,103887
2018-05-24 13:43,103887
2018-05-24 20:12,103671
2018-05-24 20:43,103671
2018-05-24 21:43,103669
2018-05-24 22:43,103671
2018-05-24 23:43,103671
2018-05-25 0:43,103671
2018-05-25 1:43,103671
2018-05-25 2:43,103671
2018-05-25 3:43,103671
2018-05-25 4:43,103671
2018-05-25 5:43,103671
2018-05-25 6:43,103671
2018-05-25 7:43,103671
2018-05-25 8:43,103671
2018-05-25 9:43,103672
2018-05-25 10:43,103676
2018-05-25 11:43,103676
2018-05-25 12:43,103676
2018-05-25 13:43,103676
2018-05-25 14:43,103681
2018-05-25 15:43,103744
2018-05-25 16:43,103797
2018-05-25 17:43,103843
2018-05-25 18:43,103881
2018-05-25 19:43,103912
2018-05-25 20:43,103951
2018-05-25 21:43,103956
2018-05-25 22:43,103961
2018-05-25 23:43,103961
2018-05-26 0:43,103961
2018-05-26 1:43,103961
2018-05-26 2:43,103961
2018-05-26 3:43,103961
2018-05-26 4:43,103961
2018-05-26 5:43,103961
2018-05-26 6:43,103961
2018-05-26 7:43,103961
2018-05-26 8:43,103961
2018-05-26 9:43,103961
2018-05-26 10:43,103961
2018-05-26 11:43,103961
2018-05-26 12:43,103961
2018-05-26 13:43,103961
2018-05-26 14:43,103961
2018-05-26 15:43,103961
2018-05-26 16:43,103961
2018-05-26 17:43,103961
2018-05-26 18:43,103961
2018-05-26 19:43,103961
2018-05-26 20:43,103961
2018-05-26 21:43,103961
2018-05-26 22:43,103961
2018-05-26 23:43,103961
2018-05-27 0:43,103961
2018-05-27 1:43,103961
2018-05-27 2:43,103961
2018-05-27 3:43,103961
2018-05-27 4:43,103961
2018-05-27 5:43,103961
2018-05-27 6:43,103961
2018-05-27 7:43,103961
2018-05-27 8:43,103961
2018-05-27 9:43,103961
2018-05-27 10:43,103961
2018-05-27 11:43,103961
2018-05-27 12:43,103961
2018-05-27 13:43,103961
2018-05-27 14:43,103961
2018-05-27 15:43,103961
2018-05-27 16:43,103961
2018-05-27 17:43,103961
2018-05-27 18:43,103961
2018-05-27 19:43,103961
2018-05-27 20:43,103961
2018-05-27 21:43,103961
2018-05-27 22:43,103961
2018-05-27 23:43,103961
2018-05-28 0:43,103961
2018-05-28 1:43,103961
2018-05-28 2:43,103961
2018-05-28 3:43,103961
2018-05-28 4:43,103961
2018-05-28 5:43,103961
2018-05-28 6:43,103961
2018-05-28 7:43,103961
2018-05-28 8:43,103961
2018-05-28 9:43,103961
2018-05-28 10:43,103961
2018-05-28 11:43,103961
2018-05-28 12:43,103961
2018-05-28 13:43,103961
2018-05-28 14:43,103961
2018-05-28 15:43,103961
2018-05-28 16:43,103961
2018-05-28 17:43,103961
2018-05-28 18:43,103961
2018-05-28 19:43,103961
2018-05-28 20:43,103961
2018-05-28 21:43,103961
2018-05-28 22:43,103961
2018-05-28 23:43,103961
2018-05-29 0:43,103961
2018-05-29 1:43,103961
2018-05-29 2:43,103961
2018-05-29 3:43,103961
2018-05-29 4:43,103961
2018-05-29 5:43,103961
2018-05-29 6:43,103961
2018-05-29 7:43,103961
2018-05-29 8:43,103961
2018-05-29 9:43,103961
2018-05-29 10:43,103961
2018-05-29 11:43,103961
2018-05-29 12:43,103961
2018-05-30 19:54,103038
2018-05-30 20:43,103018
2018-05-30 21:43,103012
2018-05-30 22:43,103008
2018-05-30 23:43,103008
2018-05-31 0:43,103008
2018-05-31 1:43,103008
2018-05-31 2:43,103008
2018-05-31 3:43,103008
2018-05-31 4:43,103008
2018-05-31 5:43,103008
2018-05-31 6:43,103008
2018-05-31 7:43,103008
2018-05-31 8:43,103008
2018-05-31 9:43,103008
2018-05-31 10:43,103011
2018-05-31 11:43,103011
2018-05-31 12:43,103011
2018-05-31 13:43,103011
2018-05-31 14:43,102885
2018-05-31 15:43,102810
2018-05-31 16:43,102553
2018-05-31 17:43,102423
2018-05-31 18:43,102348
2018-05-31 19:43,102273
2018-05-31 20:43,102237
2018-05-31 21:43,102237
2018-05-31 22:43,102236
2018-05-31 23:43,102236
2018-06-01 0:43,102234
2018-06-01 1:43,102234
2018-06-01 2:43,102234
2018-06-01 3:43,102234
2018-06-01 4:43,102234
2018-06-01 5:43,102234
2018-06-01 6:43,102234
2018-06-01 7:43,102234
2018-06-01 8:43,102234
2018-06-01 9:43,102234
2018-06-01 10:43,102234
2018-06-01 11:43,102234
2018-06-01 12:43,102239
2018-06-01 13:43,102235
2018-06-01 14:43,102283
2018-06-01 15:43,102257
2018-06-01 16:43,102237
2018-06-01 17:43,102192
2018-06-01 18:43,102134
2018-06-01 19:43,102109
2018-06-01 20:43,102044
2018-06-01 21:43,102035
2018-06-01 22:43,102037
2018-06-01 23:43,102037
2018-06-02 0:43,102037
2018-06-02 1:43,102037
2018-06-02 2:43,102037
2018-06-02 3:43,102037
2018-06-02 4:43,102037
2018-06-02 5:43,102037
2018-06-02 6:43,102037
2018-06-02 7:43,102037
2018-06-02 8:43,102037
2018-06-02 9:43,102037
2018-06-02 10:43,102037
2018-06-02 11:43,102037
2018-06-02 12:43,102037
2018-06-02 13:43,102037
2018-06-02 14:43,102038
2018-06-02 15:43,102038
2018-06-02 16:43,102038
2018-06-02 17:43,102038
2018-06-02 18:43,102038
2018-06-02 19:43,102038
2018-06-02 20:43,102038
2018-06-02 21:43,102038
2018-06-02 22:43,102038
2018-06-02 23:43,102038
2018-06-03 0:43,102038
2018-06-03 1:43,102038
2018-06-03 2:43,102038
2018-06-03 3:43,102038
2018-06-03 4:43,102038
2018-06-03 5:43,102038
2018-06-03 6:43,102038
2018-06-03 19:45,102038
2018-06-03 20:43,102038
2018-06-03 21:43,102038
2018-06-03 22:43,102038
2018-06-03 23:43,102038
2018-06-04 0:43,102038
2018-06-04 1:43,102038
2018-06-04 2:43,102038
2018-06-04 3:43,102038
2018-06-04 4:43,102038
2018-06-04 5:43,102038
2018-06-04 6:43,102038
2018-06-04 7:43,102038
2018-06-04 8:43,102038
2018-06-04 9:43,102030
2018-06-04 10:43,102030
2018-06-04 11:43,102030
2018-06-04 12:43,102030
2018-06-04 13:43,102023
2018-06-04 14:43,102114
2018-06-04 15:43,102204
2018-06-04 16:43,102212
2018-06-04 17:43,102242
2018-06-04 18:43,102249
2018-06-04 19:43,102201
2018-06-04 20:43,102183
2018-06-04 21:43,102176
2018-06-04 22:43,102173
2018-06-04 23:43,102173
2018-06-05 0:43,102174
2018-06-05 1:43,102174
2018-06-05 2:43,102174
2018-06-05 3:43,102174
2018-06-05 4:43,102174
2018-06-05 5:43,102174
2018-06-05 6:43,102174
2018-06-05 7:43,102174
2018-06-05 8:43,102174
2018-06-05 9:43,102174
2018-06-05 10:43,102174
2018-06-05 11:43,102174
2018-06-05 12:43,102175
2018-06-05 13:43,102172
2018-06-05 14:43,102080
2018-06-05 15:43,102072
2018-06-05 16:43,102098
2018-06-05 17:43,102113
2018-06-05 18:43,102125
2018-06-05 19:43,102127
2018-06-05 20:43,102162
2018-06-05 21:43,102158
2018-06-05 22:43,102164
2018-06-05 23:43,102164
2018-06-06 0:43,102164
2018-06-06 1:43,102164
2018-06-06 2:43,102164
2018-06-06 3:43,102164
2018-06-06 4:43,102164
2018-06-06 5:43,102164
2018-06-06 6:43,102164
2018-06-06 7:43,102164
2018-06-06 8:43,102164
2018-06-06 9:43,102165
2018-06-06 10:43,102164
2018-06-06 11:43,102164
2018-06-06 12:43,102164
2018-06-06 13:43,102162
2018-06-06 14:43,102135
2018-06-06 15:43,102211
2018-06-06 16:43,102428
2018-06-06 17:43,102582
2018-06-06 18:43,102691
2018-06-06 19:43,102770
2018-06-06 20:43,102811
2018-06-06 21:43,102811
2018-06-06 22:43,102817
2018-06-06 23:43,102817
2018-06-07 0:43,102817
2018-06-07 1:43,102817
2018-06-07 2:43,102817
2018-06-07 3:43,102817
2018-06-07 4:43,102817
2018-06-07 5:43,102817
2018-06-07 6:43,102817
2018-06-07 7:43,102817
2018-06-07 8:43,102817
2018-06-07 9:43,102817
2018-06-07 10:43,102817
2018-06-07 11:43,102817
2018-06-07 12:43,102817
2018-06-07 13:43,102814
2018-06-07 14:43,102870
2018-06-07 15:43,102916
2018-06-07 16:43,103215
2018-06-07 17:43,103351
2018-06-07 18:43,103442
2018-06-07 19:43,103496
2018-06-07 20:43,103536
2018-06-07 21:43,103556
2018-06-07 22:43,103561
2018-06-07 23:43,103561
2018-06-08 0:43,103561
2018-06-08 1:43,103561
2018-06-08 2:43,103561
2018-06-08 3:43,103561
2018-06-08 4:43,103561
2018-06-08 5:43,103561
2018-06-08 6:43,103561
2018-06-08 7:43,103561
2018-06-08 8:43,103561
2018-06-08 9:43,103562
2018-06-08 10:43,103568
2018-06-08 11:43,103568
2018-06-08 12:43,103568
2018-06-08 13:43,103570
2018-06-08 14:43,103638
2018-06-08 15:43,103631
2018-06-08 16:43,103665
2018-06-08 17:43,103710
2018-06-08 18:43,103708
2018-06-08 19:43,103705
2018-06-08 20:43,103686
2018-06-08 21:43,103693
2018-06-08 22:43,103698
2018-06-08 23:43,103698
2018-06-09 0:43,103698
2018-06-09 1:43,103698
2018-06-09 2:43,103698
2018-06-09 3:43,103698
2018-06-09 4:43,103698
2018-06-09 5:43,103698
2018-06-09 6:43,103698
2018-06-09 7:43,103698
2018-06-09 8:43,103698
2018-06-09 9:43,103698
2018-06-09 10:43,103700
2018-06-09 11:43,103700
2018-06-09 12:43,103700
2018-06-09 13:43,103700
2018-06-09 14:43,103700
2018-06-09 15:43,103700
2018-06-09 16:43,103700
2018-06-09 17:43,103700
2018-06-09 18:43,103700
2018-06-09 19:43,103700
2018-06-09 20:43,103700
2018-06-09 21:43,103700
2018-06-09 22:43,103700
2018-06-09 23:43,103700
2018-06-10 0:43,103700
2018-06-10 1:43,103700
2018-06-10 2:43,103700
2018-06-10 3:43,103700
2018-06-10 4:43,103700
2018-06-10 5:43,103700
2018-06-10 6:43,103700
2018-06-10 7:43,103700
2018-06-10 8:43,103700
2018-06-10 9:43,103700
2018-06-10 10:43,103700
2018-06-10 11:43,103700
2018-06-10 12:43,103700
2018-06-10 13:43,103700
2018-06-10 14:43,103700
2018-06-10 15:43,103700
2018-06-10 16:43,103700
2018-06-10 17:43,103700
2018-06-10 18:43,103700
2018-06-10 19:43,103700
2018-06-10 20:43,103700
2018-06-10 21:43,103700
2018-06-10 22:43,103700
2018-06-10 23:43,103700
2018-06-11 0:43,103700
2018-06-11 1:43,103700
2018-06-11 2:43,103700
2018-06-11 3:43,103700
2018-06-11 4:43,103700
2018-06-11 6:43,103700
2018-06-11 7:43,103700
2018-06-11 8:43,103700
2018-06-11 9:43,103700
2018-06-11 10:43,103701
2018-06-11 11:43,103701
2018-06-11 12:43,103701
2018-06-11 13:43,103700
2018-06-11 14:43,103781
2018-06-11 15:43,103705
2018-06-11 16:43,103476
2018-06-11 17:43,103334
2018-06-11 18:43,103254
2018-06-11 19:43,103200
2018-06-11 20:43,103112
2018-06-11 21:43,103108
2018-06-11 22:43,103104
2018-06-11 23:43,103104
2018-06-12 0:43,103104
2018-06-12 1:43,103104
2018-06-12 2:43,103104
2018-06-12 3:43,103104
2018-06-12 4:43,103104
2018-06-12 5:43,103104
2018-06-12 6:43,103104
2018-06-12 7:43,103104
2018-06-12 8:43,103104
2018-06-12 9:43,103104
2018-06-12 10:43,103104
2018-06-12 11:43,103104
2018-06-12 12:43,103109
2018-06-12 13:43,103108
2018-06-12 14:43,103096
2018-06-12 15:43,103102
2018-06-12 16:43,103059
2018-06-12 17:43,103045
2018-06-12 18:43,102993
2018-06-12 19:43,102939
2018-06-12 20:43,102965
2018-06-12 21:43,102961
2018-06-12 22:43,102964
2018-06-12 23:43,102964
2018-06-13 0:43,102964
2018-06-13 1:43,102964
2018-06-13 2:43,102964
2018-06-13 3:43,102964
2018-06-13 4:43,102964
2018-06-13 5:43,102964
2018-06-13 6:43,102964
2018-06-13 7:43,102964
2018-06-13 8:43,102964
2018-06-13 9:43,102964
2018-06-13 10:43,102964
2018-06-13 11:43,102964
2018-06-13 12:43,102962
2018-06-13 13:43,102965
2018-06-13 14:43,103040
2018-06-13 15:43,103054
2018-06-13 16:43,102946
2018-06-13 17:43,102918
2018-06-13 18:43,102940
2018-06-13 19:43,102937
2018-06-13 20:43,102900
2018-06-13 21:43,102907
2018-06-13 22:43,102910
2018-06-13 23:43,102910
2018-06-14 0:43,102910
2018-06-14 1:43,102911
2018-06-14 2:43,102911
2018-06-14 3:43,102911
2018-06-14 4:43,102911
2018-06-14 5:43,102911
2018-06-14 6:43,102911
2018-06-14 7:43,102911
2018-06-14 8:43,102911
2018-06-14 9:43,102912
2018-06-14 10:43,102911
2018-06-14 11:43,102911
2018-06-14 12:43,102911
2018-06-14 13:43,102911
2018-06-14 14:43,102958
2018-06-14 15:43,102875
2018-06-14 16:43,102702
2018-06-14 17:43,102662
2018-06-14 18:43,102635
2018-06-14 19:43,102604
2018-06-14 20:43,102577
2018-06-14 21:43,102573
2018-06-14 22:43,102568
2018-06-14 23:43,102568
2018-06-15 0:43,102568
2018-06-15 1:43,102568
2018-06-15 2:43,102568
2018-06-15 3:43,102568
2018-06-15 4:43,102568
2018-06-15 5:43,102568
2018-06-15 6:43,102568
2018-06-15 7:43,102568
2018-06-15 8:43,102568
2018-06-15 9:43,102568
2018-06-15 10:43,102568
2018-06-15 11:43,102568
2018-06-15 12:43,102568
2018-06-15 13:43,102568
2018-06-15 14:43,102488
2018-06-15 15:43,102470
2018-06-15 16:43,102450
2018-06-15 17:43,102488
2018-06-15 18:43,102497
2018-06-15 19:43,102502
2018-06-15 20:43,102532
2018-06-15 21:43,102534
2018-06-15 22:43,102533
2018-06-15 23:43,102533
2018-06-16 0:43,102533
2018-06-16 1:43,102533
2018-06-16 2:43,102533
2018-06-16 3:43,102533
2018-06-16 4:43,102533
2018-06-16 5:43,102533
2018-06-16 6:43,102533
2018-06-16 7:43,102533
2018-06-16 8:43,102533
2018-06-16 9:43,102533
2018-06-16 10:43,102533
2018-06-16 11:43,102533
2018-06-16 12:43,102533
